Generation 0 | Revalues: 100 | GridSize: 11
Generation 1 | Revalues: 308 | GridSize: 13
Generation 2 | Revalues: 504 | GridSize: 19
Generation 3 | Revalues: 682 | GridSize: 19
Generation 4 | Revalues: 860 | GridSize: 21
Generation 5 | Revalues: 1060 | GridSize: 20
Generation 6 | Revalues: 1266 | GridSize: 16
Generation 7 | Revalues: 1466 | GridSize: 14
Generation 8 | Revalues: 1678 | GridSize: 15
Generation 9 | Revalues: 1868 | GridSize: 16
Generation 10 | Revalues: 2086 | GridSize: 19
Generation 11 | Revalues: 2302 | GridSize: 22
Generation 12 | Revalues: 2498 | GridSize: 22
Generation 13 | Revalues: 2728 | GridSize: 22
Generation 14 | Revalues: 2900 | GridSize: 25
Generation 15 | Revalues: 3094 | GridSize: 28
Generation 16 | Revalues: 3276 | GridSize: 30
Generation 17 | Revalues: 3466 | GridSize: 30
Generation 18 | Revalues: 3656 | GridSize: 32
Generation 19 | Revalues: 3848 | GridSize: 24
Generation 20 | Revalues: 4048 | GridSize: 26
Generation 21 | Revalues: 4252 | GridSize: 23
Generation 22 | Revalues: 4440 | GridSize: 21
Generation 23 | Revalues: 4638 | GridSize: 22
Generation 24 | Revalues: 4826 | GridSize: 20
Generation 25 | Revalues: 5026 | GridSize: 22
Generation 26 | Revalues: 5228 | GridSize: 25
Generation 27 | Revalues: 5414 | GridSize: 26
Generation 28 | Revalues: 5620 | GridSize: 24
Generation 29 | Revalues: 5846 | GridSize: 25
Generation 30 | Revalues: 6054 | GridSize: 28
Generation 31 | Revalues: 6244 | GridSize: 26
Generation 32 | Revalues: 6444 | GridSize: 25
Generation 33 | Revalues: 6676 | GridSize: 23
Generation 34 | Revalues: 6880 | GridSize: 25
Generation 35 | Revalues: 7058 | GridSize: 22
Generation 36 | Revalues: 7278 | GridSize: 26
Generation 37 | Revalues: 7472 | GridSize: 33
Generation 38 | Revalues: 7652 | GridSize: 37
Generation 39 | Revalues: 7844 | GridSize: 34
Generation 40 | Revalues: 8044 | GridSize: 32
Generation 41 | Revalues: 8246 | GridSize: 30
Generation 42 | Revalues: 8460 | GridSize: 32
Generation 43 | Revalues: 8648 | GridSize: 26
Generation 44 | Revalues: 8828 | GridSize: 28
Generation 45 | Revalues: 9010 | GridSize: 29
Generation 46 | Revalues: 9178 | GridSize: 26
Generation 47 | Revalues: 9356 | GridSize: 30
Generation 48 | Revalues: 9564 | GridSize: 27
Generation 49 | Revalues: 9770 | GridSize: 26
Generation 50 | Revalues: 10008 | GridSize: 28
Generation 51 | Revalues: 10194 | GridSize: 31
Generation 52 | Revalues: 10392 | GridSize: 34
Generation 53 | Revalues: 10590 | GridSize: 33
Generation 54 | Revalues: 10764 | GridSize: 33
Generation 55 | Revalues: 10976 | GridSize: 35
Generation 56 | Revalues: 11178 | GridSize: 35
Generation 57 | Revalues: 11382 | GridSize: 30
Generation 58 | Revalues: 11578 | GridSize: 33
Generation 59 | Revalues: 11772 | GridSize: 35
