Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 294 | GridSize: 5
Generation 2 | Revalues: 486 | GridSize: 9
Generation 3 | Revalues: 688 | GridSize: 19
Generation 4 | Revalues: 898 | GridSize: 16
Generation 5 | Revalues: 1088 | GridSize: 24
Generation 6 | Revalues: 1288 | GridSize: 20
Generation 7 | Revalues: 1492 | GridSize: 24
Generation 8 | Revalues: 1694 | GridSize: 23
Generation 9 | Revalues: 1902 | GridSize: 21
Generation 10 | Revalues: 2130 | GridSize: 22
Generation 11 | Revalues: 2322 | GridSize: 27
Generation 12 | Revalues: 2508 | GridSize: 29
Generation 13 | Revalues: 2708 | GridSize: 29
Generation 14 | Revalues: 2924 | GridSize: 29
Generation 15 | Revalues: 3110 | GridSize: 31
Generation 16 | Revalues: 3314 | GridSize: 33
Generation 17 | Revalues: 3516 | GridSize: 34
Generation 18 | Revalues: 3734 | GridSize: 35
Generation 19 | Revalues: 3938 | GridSize: 31
Generation 20 | Revalues: 4132 | GridSize: 33
Generation 21 | Revalues: 4328 | GridSize: 34
Generation 22 | Revalues: 4520 | GridSize: 36
Generation 23 | Revalues: 4722 | GridSize: 38
Generation 24 | Revalues: 4922 | GridSize: 41
Generation 25 | Revalues: 5110 | GridSize: 39
Generation 26 | Revalues: 5284 | GridSize: 37
Generation 27 | Revalues: 5518 | GridSize: 38
Generation 28 | Revalues: 5732 | GridSize: 37
Generation 29 | Revalues: 5914 | GridSize: 39
Generation 30 | Revalues: 6096 | GridSize: 39
Generation 31 | Revalues: 6312 | GridSize: 38
Generation 32 | Revalues: 6520 | GridSize: 39
Generation 33 | Revalues: 6722 | GridSize: 38
Generation 34 | Revalues: 6926 | GridSize: 38
Generation 35 | Revalues: 7122 | GridSize: 36
Generation 36 | Revalues: 7320 | GridSize: 36
Generation 37 | Revalues: 7514 | GridSize: 37
Generation 38 | Revalues: 7688 | GridSize: 34
Generation 39 | Revalues: 7878 | GridSize: 36
