Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 316 | GridSize: 8
Generation 2 | Revalues: 502 | GridSize: 5
Generation 3 | Revalues: 720 | GridSize: 8
Generation 4 | Revalues: 930 | GridSize: 8
Generation 5 | Revalues: 1132 | GridSize: 7
Generation 6 | Revalues: 1344 | GridSize: 8
Generation 7 | Revalues: 1570 | GridSize: 8
Generation 8 | Revalues: 1746 | GridSize: 10
Generation 9 | Revalues: 1964 | GridSize: 10
Generation 10 | Revalues: 2136 | GridSize: 11
Generation 11 | Revalues: 2338 | GridSize: 11
Generation 12 | Revalues: 2522 | GridSize: 10
Generation 13 | Revalues: 2708 | GridSize: 11
Generation 14 | Revalues: 2912 | GridSize: 12
Generation 15 | Revalues: 3082 | GridSize: 12
Generation 16 | Revalues: 3280 | GridSize: 12
Generation 17 | Revalues: 3478 | GridSize: 12
Generation 18 | Revalues: 3676 | GridSize: 13
Generation 19 | Revalues: 3902 | GridSize: 12
Generation 20 | Revalues: 4094 | GridSize: 12
Generation 21 | Revalues: 4302 | GridSize: 13
Generation 22 | Revalues: 4526 | GridSize: 13
Generation 23 | Revalues: 4714 | GridSize: 12
Generation 24 | Revalues: 4936 | GridSize: 12
Generation 25 | Revalues: 5160 | GridSize: 13
Generation 26 | Revalues: 5372 | GridSize: 14
Generation 27 | Revalues: 5560 | GridSize: 18
Generation 28 | Revalues: 5778 | GridSize: 18
Generation 29 | Revalues: 5984 | GridSize: 18
Generation 30 | Revalues: 6178 | GridSize: 18
Generation 31 | Revalues: 6370 | GridSize: 18
Generation 32 | Revalues: 6568 | GridSize: 18
Generation 33 | Revalues: 6754 | GridSize: 18
Generation 34 | Revalues: 6934 | GridSize: 19
Generation 35 | Revalues: 7116 | GridSize: 19
Generation 36 | Revalues: 7316 | GridSize: 17
Generation 37 | Revalues: 7520 | GridSize: 17
Generation 38 | Revalues: 7728 | GridSize: 17
Generation 39 | Revalues: 7958 | GridSize: 17
Generation 40 | Revalues: 8162 | GridSize: 17
Generation 41 | Revalues: 8362 | GridSize: 15
Generation 42 | Revalues: 8560 | GridSize: 15
Generation 43 | Revalues: 8756 | GridSize: 15
Generation 44 | Revalues: 8962 | GridSize: 15
Generation 45 | Revalues: 9164 | GridSize: 15
Generation 46 | Revalues: 9366 | GridSize: 15
Generation 47 | Revalues: 9580 | GridSize: 15
Generation 48 | Revalues: 9772 | GridSize: 15
Generation 49 | Revalues: 9978 | GridSize: 15
Generation 50 | Revalues: 10184 | GridSize: 15
Generation 51 | Revalues: 10392 | GridSize: 15
Generation 52 | Revalues: 10602 | GridSize: 14
Generation 53 | Revalues: 10806 | GridSize: 14
Generation 54 | Revalues: 11010 | GridSize: 14
Generation 55 | Revalues: 11220 | GridSize: 14
Generation 56 | Revalues: 11420 | GridSize: 14
Generation 57 | Revalues: 11610 | GridSize: 14
Generation 58 | Revalues: 11802 | GridSize: 14
Generation 59 | Revalues: 11984 | GridSize: 14
Generation 60 | Revalues: 12172 | GridSize: 14
Generation 61 | Revalues: 12380 | GridSize: 15
Generation 62 | Revalues: 12586 | GridSize: 15
Generation 63 | Revalues: 12768 | GridSize: 15
Generation 64 | Revalues: 12982 | GridSize: 15
Generation 65 | Revalues: 13198 | GridSize: 15
Generation 66 | Revalues: 13376 | GridSize: 15
Generation 67 | Revalues: 13564 | GridSize: 15
Generation 68 | Revalues: 13760 | GridSize: 15
Generation 69 | Revalues: 13950 | GridSize: 15
Generation 70 | Revalues: 14156 | GridSize: 15
Generation 71 | Revalues: 14356 | GridSize: 15
Generation 72 | Revalues: 14588 | GridSize: 16
Generation 73 | Revalues: 14770 | GridSize: 16
Generation 74 | Revalues: 14974 | GridSize: 16
Generation 75 | Revalues: 15168 | GridSize: 16
Generation 76 | Revalues: 15366 | GridSize: 16
Generation 77 | Revalues: 15580 | GridSize: 16
Generation 78 | Revalues: 15776 | GridSize: 16
Generation 79 | Revalues: 15966 | GridSize: 16
Generation 80 | Revalues: 16166 | GridSize: 16
Generation 81 | Revalues: 16368 | GridSize: 16
Generation 82 | Revalues: 16556 | GridSize: 16
Generation 83 | Revalues: 16754 | GridSize: 16
Generation 84 | Revalues: 16956 | GridSize: 16
Generation 85 | Revalues: 17146 | GridSize: 16
Generation 86 | Revalues: 17348 | GridSize: 16
Generation 87 | Revalues: 17530 | GridSize: 16
Generation 88 | Revalues: 17756 | GridSize: 16
Generation 89 | Revalues: 17978 | GridSize: 16
Generation 90 | Revalues: 18166 | GridSize: 16
Generation 91 | Revalues: 18366 | GridSize: 16
Generation 92 | Revalues: 18560 | GridSize: 16
Generation 93 | Revalues: 18788 | GridSize: 16
Generation 94 | Revalues: 19008 | GridSize: 16
Generation 95 | Revalues: 19222 | GridSize: 16
Generation 96 | Revalues: 19422 | GridSize: 16
Generation 97 | Revalues: 19592 | GridSize: 16
Generation 98 | Revalues: 19786 | GridSize: 16
Generation 99 | Revalues: 19970 | GridSize: 16
Generation 100 | Revalues: 20168 | GridSize: 16
Generation 101 | Revalues: 20378 | GridSize: 16
Generation 102 | Revalues: 20568 | GridSize: 16
Generation 103 | Revalues: 20796 | GridSize: 16
Generation 104 | Revalues: 21020 | GridSize: 16
Generation 105 | Revalues: 21222 | GridSize: 16
Generation 106 | Revalues: 21418 | GridSize: 16
Generation 107 | Revalues: 21602 | GridSize: 16
Generation 108 | Revalues: 21816 | GridSize: 16
Generation 109 | Revalues: 21996 | GridSize: 16
Generation 110 | Revalues: 22206 | GridSize: 16
Generation 111 | Revalues: 22400 | GridSize: 16
Generation 112 | Revalues: 22606 | GridSize: 16
Generation 113 | Revalues: 22826 | GridSize: 16
Generation 114 | Revalues: 23026 | GridSize: 16
Generation 115 | Revalues: 23222 | GridSize: 16
Generation 116 | Revalues: 23430 | GridSize: 16
Generation 117 | Revalues: 23648 | GridSize: 16
Generation 118 | Revalues: 23848 | GridSize: 16
Generation 119 | Revalues: 24060 | GridSize: 16
Generation 120 | Revalues: 24272 | GridSize: 16
Generation 121 | Revalues: 24458 | GridSize: 16
Generation 122 | Revalues: 24632 | GridSize: 16
Generation 123 | Revalues: 24828 | GridSize: 16
Generation 124 | Revalues: 25028 | GridSize: 16
Generation 125 | Revalues: 25226 | GridSize: 16
Generation 126 | Revalues: 25442 | GridSize: 16
Generation 127 | Revalues: 25646 | GridSize: 16
Generation 128 | Revalues: 25846 | GridSize: 16
Generation 129 | Revalues: 26056 | GridSize: 16
Generation 130 | Revalues: 26230 | GridSize: 16
Generation 131 | Revalues: 26438 | GridSize: 16
Generation 132 | Revalues: 26642 | GridSize: 16
Generation 133 | Revalues: 26822 | GridSize: 16
Generation 134 | Revalues: 27042 | GridSize: 16
Generation 135 | Revalues: 27228 | GridSize: 16
Generation 136 | Revalues: 27428 | GridSize: 16
Generation 137 | Revalues: 27632 | GridSize: 16
Generation 138 | Revalues: 27818 | GridSize: 16
Generation 139 | Revalues: 28034 | GridSize: 16
Generation 140 | Revalues: 28248 | GridSize: 16
Generation 141 | Revalues: 28458 | GridSize: 16
Generation 142 | Revalues: 28644 | GridSize: 16
Generation 143 | Revalues: 28852 | GridSize: 16
Generation 144 | Revalues: 29050 | GridSize: 16
Generation 145 | Revalues: 29254 | GridSize: 16
Generation 146 | Revalues: 29448 | GridSize: 16
Generation 147 | Revalues: 29644 | GridSize: 16
Generation 148 | Revalues: 29860 | GridSize: 17
Generation 149 | Revalues: 30080 | GridSize: 17
Generation 150 | Revalues: 30306 | GridSize: 17
Generation 151 | Revalues: 30494 | GridSize: 17
Generation 152 | Revalues: 30700 | GridSize: 17
Generation 153 | Revalues: 30878 | GridSize: 17
Generation 154 | Revalues: 31066 | GridSize: 17
Generation 155 | Revalues: 31264 | GridSize: 17
Generation 156 | Revalues: 31450 | GridSize: 17
Generation 157 | Revalues: 31662 | GridSize: 17
Generation 158 | Revalues: 31852 | GridSize: 17
Generation 159 | Revalues: 32044 | GridSize: 17
Generation 160 | Revalues: 32240 | GridSize: 17
Generation 161 | Revalues: 32462 | GridSize: 16
Generation 162 | Revalues: 32668 | GridSize: 16
Generation 163 | Revalues: 32886 | GridSize: 16
Generation 164 | Revalues: 33078 | GridSize: 16
Generation 165 | Revalues: 33258 | GridSize: 16
Generation 166 | Revalues: 33462 | GridSize: 16
Generation 167 | Revalues: 33662 | GridSize: 16
Generation 168 | Revalues: 33872 | GridSize: 16
Generation 169 | Revalues: 34074 | GridSize: 16
Generation 170 | Revalues: 34286 | GridSize: 15
Generation 171 | Revalues: 34504 | GridSize: 16
Generation 172 | Revalues: 34704 | GridSize: 16
Generation 173 | Revalues: 34896 | GridSize: 16
Generation 174 | Revalues: 35110 | GridSize: 16
Generation 175 | Revalues: 35298 | GridSize: 16
Generation 176 | Revalues: 35490 | GridSize: 16
Generation 177 | Revalues: 35686 | GridSize: 16
Generation 178 | Revalues: 35876 | GridSize: 16
Generation 179 | Revalues: 36078 | GridSize: 16
Generation 180 | Revalues: 36268 | GridSize: 16
Generation 181 | Revalues: 36466 | GridSize: 16
Generation 182 | Revalues: 36636 | GridSize: 16
Generation 183 | Revalues: 36842 | GridSize: 16
Generation 184 | Revalues: 37038 | GridSize: 16
Generation 185 | Revalues: 37234 | GridSize: 16
Generation 186 | Revalues: 37452 | GridSize: 16
Generation 187 | Revalues: 37666 | GridSize: 16
Generation 188 | Revalues: 37866 | GridSize: 16
Generation 189 | Revalues: 38066 | GridSize: 16
Generation 190 | Revalues: 38278 | GridSize: 16
Generation 191 | Revalues: 38458 | GridSize: 16
Generation 192 | Revalues: 38640 | GridSize: 16
Generation 193 | Revalues: 38812 | GridSize: 17
Generation 194 | Revalues: 39020 | GridSize: 17
Generation 195 | Revalues: 39210 | GridSize: 17
Generation 196 | Revalues: 39424 | GridSize: 17
Generation 197 | Revalues: 39636 | GridSize: 17
Generation 198 | Revalues: 39852 | GridSize: 17
Generation 199 | Revalues: 40038 | GridSize: 17
Generation 200 | Revalues: 40232 | GridSize: 17
Generation 201 | Revalues: 40424 | GridSize: 17
Generation 202 | Revalues: 40624 | GridSize: 17
Generation 203 | Revalues: 40792 | GridSize: 17
Generation 204 | Revalues: 40982 | GridSize: 17
Generation 205 | Revalues: 41202 | GridSize: 17
Generation 206 | Revalues: 41406 | GridSize: 17
Generation 207 | Revalues: 41582 | GridSize: 17
Generation 208 | Revalues: 41802 | GridSize: 17
Generation 209 | Revalues: 42010 | GridSize: 17
Generation 210 | Revalues: 42202 | GridSize: 17
Generation 211 | Revalues: 42404 | GridSize: 17
Generation 212 | Revalues: 42614 | GridSize: 17
Generation 213 | Revalues: 42798 | GridSize: 17
Generation 214 | Revalues: 42994 | GridSize: 17
Generation 215 | Revalues: 43198 | GridSize: 17
Generation 216 | Revalues: 43410 | GridSize: 17
Generation 217 | Revalues: 43614 | GridSize: 17
Generation 218 | Revalues: 43806 | GridSize: 17
Generation 219 | Revalues: 43982 | GridSize: 17
Generation 220 | Revalues: 44172 | GridSize: 17
Generation 221 | Revalues: 44358 | GridSize: 17
Generation 222 | Revalues: 44572 | GridSize: 17
Generation 223 | Revalues: 44798 | GridSize: 17
Generation 224 | Revalues: 44980 | GridSize: 17
Generation 225 | Revalues: 45194 | GridSize: 17
Generation 226 | Revalues: 45402 | GridSize: 17
Generation 227 | Revalues: 45614 | GridSize: 17
Generation 228 | Revalues: 45826 | GridSize: 17
Generation 229 | Revalues: 46034 | GridSize: 17
Generation 230 | Revalues: 46236 | GridSize: 17
Generation 231 | Revalues: 46460 | GridSize: 17
Generation 232 | Revalues: 46654 | GridSize: 17
Generation 233 | Revalues: 46844 | GridSize: 17
Generation 234 | Revalues: 47000 | GridSize: 17
Generation 235 | Revalues: 47238 | GridSize: 17
Generation 236 | Revalues: 47446 | GridSize: 17
Generation 237 | Revalues: 47648 | GridSize: 17
Generation 238 | Revalues: 47870 | GridSize: 17
Generation 239 | Revalues: 48080 | GridSize: 17
Generation 240 | Revalues: 48276 | GridSize: 17
Generation 241 | Revalues: 48476 | GridSize: 17
Generation 242 | Revalues: 48664 | GridSize: 17
Generation 243 | Revalues: 48884 | GridSize: 17
Generation 244 | Revalues: 49102 | GridSize: 17
Generation 245 | Revalues: 49278 | GridSize: 17
Generation 246 | Revalues: 49462 | GridSize: 17
Generation 247 | Revalues: 49672 | GridSize: 17
Generation 248 | Revalues: 49868 | GridSize: 17
Generation 249 | Revalues: 50078 | GridSize: 17
Generation 250 | Revalues: 50290 | GridSize: 17
Generation 251 | Revalues: 50496 | GridSize: 17
Generation 252 | Revalues: 50690 | GridSize: 17
Generation 253 | Revalues: 50896 | GridSize: 17
Generation 254 | Revalues: 51102 | GridSize: 17
Generation 255 | Revalues: 51296 | GridSize: 17
Generation 256 | Revalues: 51508 | GridSize: 17
Generation 257 | Revalues: 51688 | GridSize: 17
Generation 258 | Revalues: 51888 | GridSize: 17
Generation 259 | Revalues: 52108 | GridSize: 17
Generation 260 | Revalues: 52298 | GridSize: 17
Generation 261 | Revalues: 52484 | GridSize: 17
Generation 262 | Revalues: 52670 | GridSize: 17
Generation 263 | Revalues: 52856 | GridSize: 17
Generation 264 | Revalues: 53086 | GridSize: 17
Generation 265 | Revalues: 53292 | GridSize: 17
Generation 266 | Revalues: 53490 | GridSize: 17
Generation 267 | Revalues: 53714 | GridSize: 17
Generation 268 | Revalues: 53906 | GridSize: 17
Generation 269 | Revalues: 54134 | GridSize: 17
Generation 270 | Revalues: 54308 | GridSize: 17
Generation 271 | Revalues: 54516 | GridSize: 17
Generation 272 | Revalues: 54728 | GridSize: 17
Generation 273 | Revalues: 54920 | GridSize: 17
Generation 274 | Revalues: 55106 | GridSize: 17
Generation 275 | Revalues: 55306 | GridSize: 17
Generation 276 | Revalues: 55516 | GridSize: 17
Generation 277 | Revalues: 55720 | GridSize: 17
Generation 278 | Revalues: 55920 | GridSize: 17
Generation 279 | Revalues: 56140 | GridSize: 17
Generation 280 | Revalues: 56338 | GridSize: 17
Generation 281 | Revalues: 56534 | GridSize: 17
Generation 282 | Revalues: 56730 | GridSize: 17
Generation 283 | Revalues: 56926 | GridSize: 17
Generation 284 | Revalues: 57134 | GridSize: 17
Generation 285 | Revalues: 57314 | GridSize: 17
Generation 286 | Revalues: 57518 | GridSize: 17
Generation 287 | Revalues: 57700 | GridSize: 17
Generation 288 | Revalues: 57900 | GridSize: 17
Generation 289 | Revalues: 58096 | GridSize: 17
Generation 290 | Revalues: 58298 | GridSize: 17
Generation 291 | Revalues: 58484 | GridSize: 17
Generation 292 | Revalues: 58696 | GridSize: 17
Generation 293 | Revalues: 58888 | GridSize: 17
Generation 294 | Revalues: 59056 | GridSize: 17
Generation 295 | Revalues: 59262 | GridSize: 17
Generation 296 | Revalues: 59456 | GridSize: 17
Generation 297 | Revalues: 59650 | GridSize: 17
Generation 298 | Revalues: 59828 | GridSize: 17
Generation 299 | Revalues: 60042 | GridSize: 17
Generation 300 | Revalues: 60220 | GridSize: 17
Generation 301 | Revalues: 60420 | GridSize: 17
Generation 302 | Revalues: 60610 | GridSize: 17
Generation 303 | Revalues: 60818 | GridSize: 17
Generation 304 | Revalues: 61002 | GridSize: 17
Generation 305 | Revalues: 61188 | GridSize: 17
Generation 306 | Revalues: 61388 | GridSize: 17
Generation 307 | Revalues: 61576 | GridSize: 17
Generation 308 | Revalues: 61754 | GridSize: 17
Generation 309 | Revalues: 61936 | GridSize: 17
Generation 310 | Revalues: 62156 | GridSize: 17
Generation 311 | Revalues: 62334 | GridSize: 17
Generation 312 | Revalues: 62548 | GridSize: 17
Generation 313 | Revalues: 62736 | GridSize: 17
Generation 314 | Revalues: 62952 | GridSize: 17
Generation 315 | Revalues: 63164 | GridSize: 17
Generation 316 | Revalues: 63358 | GridSize: 17
Generation 317 | Revalues: 63572 | GridSize: 17
Generation 318 | Revalues: 63776 | GridSize: 17
Generation 319 | Revalues: 63966 | GridSize: 17
Generation 320 | Revalues: 64188 | GridSize: 17
Generation 321 | Revalues: 64410 | GridSize: 17
Generation 322 | Revalues: 64594 | GridSize: 17
Generation 323 | Revalues: 64762 | GridSize: 17
Generation 324 | Revalues: 64954 | GridSize: 17
Generation 325 | Revalues: 65154 | GridSize: 17
Generation 326 | Revalues: 65360 | GridSize: 17
Generation 327 | Revalues: 65552 | GridSize: 17
Generation 328 | Revalues: 65746 | GridSize: 17
Generation 329 | Revalues: 65936 | GridSize: 17
Generation 330 | Revalues: 66150 | GridSize: 17
Generation 331 | Revalues: 66322 | GridSize: 17
Generation 332 | Revalues: 66528 | GridSize: 17
Generation 333 | Revalues: 66718 | GridSize: 17
Generation 334 | Revalues: 66944 | GridSize: 17
Generation 335 | Revalues: 67146 | GridSize: 17
Generation 336 | Revalues: 67324 | GridSize: 17
Generation 337 | Revalues: 67540 | GridSize: 17
Generation 338 | Revalues: 67712 | GridSize: 17
Generation 339 | Revalues: 67926 | GridSize: 17
Generation 340 | Revalues: 68134 | GridSize: 17
Generation 341 | Revalues: 68344 | GridSize: 17
Generation 342 | Revalues: 68540 | GridSize: 17
Generation 343 | Revalues: 68724 | GridSize: 16
Generation 344 | Revalues: 68938 | GridSize: 16
Generation 345 | Revalues: 69132 | GridSize: 16
Generation 346 | Revalues: 69342 | GridSize: 16
Generation 347 | Revalues: 69552 | GridSize: 16
Generation 348 | Revalues: 69780 | GridSize: 16
Generation 349 | Revalues: 70012 | GridSize: 16
Generation 350 | Revalues: 70200 | GridSize: 16
Generation 351 | Revalues: 70376 | GridSize: 16
Generation 352 | Revalues: 70566 | GridSize: 16
Generation 353 | Revalues: 70750 | GridSize: 16
Generation 354 | Revalues: 70950 | GridSize: 16
Generation 355 | Revalues: 71142 | GridSize: 16
Generation 356 | Revalues: 71326 | GridSize: 16
Generation 357 | Revalues: 71550 | GridSize: 16
Generation 358 | Revalues: 71762 | GridSize: 16
Generation 359 | Revalues: 71962 | GridSize: 16
Generation 360 | Revalues: 72166 | GridSize: 16
Generation 361 | Revalues: 72358 | GridSize: 16
Generation 362 | Revalues: 72550 | GridSize: 16
Generation 363 | Revalues: 72738 | GridSize: 16
Generation 364 | Revalues: 72928 | GridSize: 16
Generation 365 | Revalues: 73116 | GridSize: 16
Generation 366 | Revalues: 73328 | GridSize: 16
Generation 367 | Revalues: 73522 | GridSize: 16
Generation 368 | Revalues: 73740 | GridSize: 16
Generation 369 | Revalues: 73956 | GridSize: 16
Generation 370 | Revalues: 74168 | GridSize: 16
Generation 371 | Revalues: 74354 | GridSize: 16
Generation 372 | Revalues: 74546 | GridSize: 16
Generation 373 | Revalues: 74762 | GridSize: 16
Generation 374 | Revalues: 74950 | GridSize: 16
Generation 375 | Revalues: 75154 | GridSize: 16
Generation 376 | Revalues: 75350 | GridSize: 16
Generation 377 | Revalues: 75552 | GridSize: 16
Generation 378 | Revalues: 75738 | GridSize: 16
Generation 379 | Revalues: 75934 | GridSize: 16
Generation 380 | Revalues: 76146 | GridSize: 16
Generation 381 | Revalues: 76358 | GridSize: 16
Generation 382 | Revalues: 76550 | GridSize: 16
Generation 383 | Revalues: 76742 | GridSize: 16
Generation 384 | Revalues: 76948 | GridSize: 16
Generation 385 | Revalues: 77132 | GridSize: 16
Generation 386 | Revalues: 77324 | GridSize: 16
Generation 387 | Revalues: 77532 | GridSize: 16
Generation 388 | Revalues: 77742 | GridSize: 16
Generation 389 | Revalues: 77952 | GridSize: 16
Generation 390 | Revalues: 78150 | GridSize: 16
Generation 391 | Revalues: 78356 | GridSize: 16
Generation 392 | Revalues: 78576 | GridSize: 16
Generation 393 | Revalues: 78792 | GridSize: 16
Generation 394 | Revalues: 79000 | GridSize: 16
Generation 395 | Revalues: 79176 | GridSize: 16
Generation 396 | Revalues: 79366 | GridSize: 16
Generation 397 | Revalues: 79546 | GridSize: 16
Generation 398 | Revalues: 79760 | GridSize: 16
Generation 399 | Revalues: 79966 | GridSize: 16
Generation 400 | Revalues: 80166 | GridSize: 16
Generation 401 | Revalues: 80364 | GridSize: 16
Generation 402 | Revalues: 80552 | GridSize: 16
Generation 403 | Revalues: 80762 | GridSize: 16
Generation 404 | Revalues: 80968 | GridSize: 16
Generation 405 | Revalues: 81164 | GridSize: 16
Generation 406 | Revalues: 81364 | GridSize: 16
Generation 407 | Revalues: 81550 | GridSize: 16
Generation 408 | Revalues: 81760 | GridSize: 16
Generation 409 | Revalues: 81942 | GridSize: 16
Generation 410 | Revalues: 82130 | GridSize: 15
Generation 411 | Revalues: 82336 | GridSize: 15
Generation 412 | Revalues: 82526 | GridSize: 15
Generation 413 | Revalues: 82734 | GridSize: 15
Generation 414 | Revalues: 82924 | GridSize: 15
Generation 415 | Revalues: 83106 | GridSize: 15
Generation 416 | Revalues: 83318 | GridSize: 15
Generation 417 | Revalues: 83508 | GridSize: 15
Generation 418 | Revalues: 83714 | GridSize: 15
Generation 419 | Revalues: 83902 | GridSize: 15
Generation 420 | Revalues: 84114 | GridSize: 15
Generation 421 | Revalues: 84318 | GridSize: 15
Generation 422 | Revalues: 84502 | GridSize: 15
Generation 423 | Revalues: 84680 | GridSize: 15
Generation 424 | Revalues: 84898 | GridSize: 15
Generation 425 | Revalues: 85094 | GridSize: 15
Generation 426 | Revalues: 85308 | GridSize: 15
Generation 427 | Revalues: 85500 | GridSize: 15
Generation 428 | Revalues: 85694 | GridSize: 15
Generation 429 | Revalues: 85866 | GridSize: 15
Generation 430 | Revalues: 86080 | GridSize: 15
Generation 431 | Revalues: 86266 | GridSize: 15
Generation 432 | Revalues: 86452 | GridSize: 15
Generation 433 | Revalues: 86670 | GridSize: 15
Generation 434 | Revalues: 86882 | GridSize: 15
Generation 435 | Revalues: 87088 | GridSize: 15
Generation 436 | Revalues: 87282 | GridSize: 15
Generation 437 | Revalues: 87472 | GridSize: 15
Generation 438 | Revalues: 87658 | GridSize: 15
Generation 439 | Revalues: 87858 | GridSize: 15
Generation 440 | Revalues: 88076 | GridSize: 15
Generation 441 | Revalues: 88274 | GridSize: 15
Generation 442 | Revalues: 88470 | GridSize: 15
Generation 443 | Revalues: 88648 | GridSize: 15
Generation 444 | Revalues: 88850 | GridSize: 15
Generation 445 | Revalues: 89062 | GridSize: 15
Generation 446 | Revalues: 89266 | GridSize: 15
Generation 447 | Revalues: 89472 | GridSize: 15
Generation 448 | Revalues: 89684 | GridSize: 15
Generation 449 | Revalues: 89880 | GridSize: 15
Generation 450 | Revalues: 90072 | GridSize: 15
Generation 451 | Revalues: 90256 | GridSize: 15
Generation 452 | Revalues: 90438 | GridSize: 15
