Generation 0 | Revalues: 100 | GridSize: 7
Generation 1 | Revalues: 290 | GridSize: 12
Generation 2 | Revalues: 502 | GridSize: 11
Generation 3 | Revalues: 704 | GridSize: 13
Generation 4 | Revalues: 896 | GridSize: 14
Generation 5 | Revalues: 1086 | GridSize: 11
Generation 6 | Revalues: 1284 | GridSize: 11
Generation 7 | Revalues: 1498 | GridSize: 11
Generation 8 | Revalues: 1700 | GridSize: 13
Generation 9 | Revalues: 1906 | GridSize: 12
Generation 10 | Revalues: 2100 | GridSize: 13
Generation 11 | Revalues: 2286 | GridSize: 16
Generation 12 | Revalues: 2506 | GridSize: 15
Generation 13 | Revalues: 2706 | GridSize: 15
Generation 14 | Revalues: 2886 | GridSize: 17
Generation 15 | Revalues: 3060 | GridSize: 17
Generation 16 | Revalues: 3258 | GridSize: 19
Generation 17 | Revalues: 3468 | GridSize: 22
Generation 18 | Revalues: 3686 | GridSize: 24
Generation 19 | Revalues: 3876 | GridSize: 25
Generation 20 | Revalues: 4092 | GridSize: 25
Generation 21 | Revalues: 4298 | GridSize: 28
Generation 22 | Revalues: 4492 | GridSize: 29
Generation 23 | Revalues: 4714 | GridSize: 28
Generation 24 | Revalues: 4910 | GridSize: 26
Generation 25 | Revalues: 5118 | GridSize: 28
Generation 26 | Revalues: 5304 | GridSize: 30
Generation 27 | Revalues: 5510 | GridSize: 33
Generation 28 | Revalues: 5718 | GridSize: 35
Generation 29 | Revalues: 5916 | GridSize: 35
Generation 30 | Revalues: 6118 | GridSize: 35
Generation 31 | Revalues: 6318 | GridSize: 36
Generation 32 | Revalues: 6502 | GridSize: 37
Generation 33 | Revalues: 6688 | GridSize: 39
Generation 34 | Revalues: 6892 | GridSize: 35
Generation 35 | Revalues: 7082 | GridSize: 32
Generation 36 | Revalues: 7274 | GridSize: 36
Generation 37 | Revalues: 7482 | GridSize: 35
Generation 38 | Revalues: 7668 | GridSize: 37
Generation 39 | Revalues: 7880 | GridSize: 38
Generation 40 | Revalues: 8084 | GridSize: 38
Generation 41 | Revalues: 8300 | GridSize: 39
Generation 42 | Revalues: 8504 | GridSize: 42
Generation 43 | Revalues: 8718 | GridSize: 43
Generation 44 | Revalues: 8946 | GridSize: 43
Generation 45 | Revalues: 9116 | GridSize: 46
Generation 46 | Revalues: 9318 | GridSize: 43
Generation 47 | Revalues: 9522 | GridSize: 41
Generation 48 | Revalues: 9730 | GridSize: 41
Generation 49 | Revalues: 9918 | GridSize: 41
Generation 50 | Revalues: 10102 | GridSize: 43
Generation 51 | Revalues: 10290 | GridSize: 42
Generation 52 | Revalues: 10486 | GridSize: 44
