"instance","tag","algo","p","nodes","disc_rate","edge_ratio","shared_vec","pareto","par_strength","n_end","path_par"
"178-r1e04","x60noext","MOEAD",10,3725,0.1853,1.9208,0.2427,33,0.405,0.0379,NA
