"","r","k","nodes","pareto","count_pareto","p_pareto","p_count_pareto","edges","p_edges","mean_in","mean_out","max_in","max_out","mean_pareto_in","max_pareto_in","pareto_num_path","pareto_mean_path"
"1",NA,NA,23234,0,0,0,0,34658,1.4917,1.4917,1.4917,10,14,0,0,0,NA
"2",NA,NA,5650,0,0,0,0,7110,1.2584,1.2584,1.2584,6,5,0,0,0,NA
"3",NA,NA,16587,0,0,0,0,23788,1.4341,1.4341,1.4341,9,12,0,0,0,NA
"4",NA,NA,4228,0,0,0,0,11081,2.6209,2.6209,2.6209,34,37,0,0,0,NA
"5",NA,NA,1491,0,0,0,0,3115,2.0892,2.0892,2.0892,22,16,0,0,0,NA
"6",NA,NA,3375,0,0,0,0,8191,2.427,2.427,2.427,27,29,0,0,0,NA
