"","r","k","nodes","pareto","count_pareto","p_pareto","p_count_pareto","edges","p_edges","mean_in","mean_out","max_in","max_out","mean_pareto_in","max_pareto_in","pareto_num_path","pareto_mean_path"
"1",NA,NA,14573,2,186,0.0052,0.0019,30433,2.0883,2.0883,2.0883,37,33,5e-04,6,26,18.4231
"2",NA,NA,3101,0,0,0,0,4965,1.6011,1.6011,1.6011,17,17,0,0,0,NA
"3",NA,NA,9799,0,0,0,0,19546,1.9947,1.9947,1.9947,35,28,0,0,0,NA
"4",NA,NA,1788,0,0,0,0,5193,2.9044,2.9044,2.9044,40,31,0,0,0,NA
"5",NA,NA,784,0,0,0,0,1560,1.9898,1.9898,1.9898,21,17,0,0,0,NA
"6",NA,NA,1455,0,0,0,0,3560,2.4467,2.4467,2.4467,29,23,0,0,0,NA
