Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 294 | GridSize: 6
Generation 2 | Revalues: 492 | GridSize: 10
Generation 3 | Revalues: 706 | GridSize: 11
Generation 4 | Revalues: 918 | GridSize: 13
Generation 5 | Revalues: 1126 | GridSize: 13
Generation 6 | Revalues: 1304 | GridSize: 8
Generation 7 | Revalues: 1488 | GridSize: 9
Generation 8 | Revalues: 1700 | GridSize: 15
Generation 9 | Revalues: 1910 | GridSize: 14
Generation 10 | Revalues: 2104 | GridSize: 16
Generation 11 | Revalues: 2322 | GridSize: 18
Generation 12 | Revalues: 2510 | GridSize: 21
Generation 13 | Revalues: 2730 | GridSize: 23
Generation 14 | Revalues: 2930 | GridSize: 24
Generation 15 | Revalues: 3116 | GridSize: 25
Generation 16 | Revalues: 3334 | GridSize: 23
Generation 17 | Revalues: 3534 | GridSize: 25
Generation 18 | Revalues: 3732 | GridSize: 27
Generation 19 | Revalues: 3938 | GridSize: 29
Generation 20 | Revalues: 4128 | GridSize: 26
Generation 21 | Revalues: 4352 | GridSize: 24
Generation 22 | Revalues: 4540 | GridSize: 24
Generation 23 | Revalues: 4736 | GridSize: 27
Generation 24 | Revalues: 4930 | GridSize: 31
Generation 25 | Revalues: 5126 | GridSize: 31
Generation 26 | Revalues: 5356 | GridSize: 41
Generation 27 | Revalues: 5580 | GridSize: 39
Generation 28 | Revalues: 5782 | GridSize: 36
Generation 29 | Revalues: 5992 | GridSize: 32
Generation 30 | Revalues: 6208 | GridSize: 34
Generation 31 | Revalues: 6408 | GridSize: 39
Generation 32 | Revalues: 6608 | GridSize: 42
Generation 33 | Revalues: 6816 | GridSize: 43
Generation 34 | Revalues: 6966 | GridSize: 47
Generation 35 | Revalues: 7174 | GridSize: 45
Generation 36 | Revalues: 7384 | GridSize: 44
Generation 37 | Revalues: 7582 | GridSize: 46
Generation 38 | Revalues: 7778 | GridSize: 45
Generation 39 | Revalues: 8002 | GridSize: 46
Generation 40 | Revalues: 8184 | GridSize: 49
Generation 41 | Revalues: 8380 | GridSize: 40
Generation 42 | Revalues: 8558 | GridSize: 39
Generation 43 | Revalues: 8780 | GridSize: 40
Generation 44 | Revalues: 8996 | GridSize: 43
Generation 45 | Revalues: 9182 | GridSize: 52
Generation 46 | Revalues: 9394 | GridSize: 41
Generation 47 | Revalues: 9600 | GridSize: 41
Generation 48 | Revalues: 9798 | GridSize: 40
Generation 49 | Revalues: 9994 | GridSize: 44
Generation 50 | Revalues: 10208 | GridSize: 41
Generation 51 | Revalues: 10378 | GridSize: 42
Generation 52 | Revalues: 10562 | GridSize: 46
Generation 53 | Revalues: 10780 | GridSize: 47
Generation 54 | Revalues: 10982 | GridSize: 42
Generation 55 | Revalues: 11184 | GridSize: 37
Generation 56 | Revalues: 11392 | GridSize: 40
Generation 57 | Revalues: 11608 | GridSize: 39
Generation 58 | Revalues: 11784 | GridSize: 45
Generation 59 | Revalues: 11986 | GridSize: 45
Generation 60 | Revalues: 12198 | GridSize: 43
Generation 61 | Revalues: 12400 | GridSize: 49
Generation 62 | Revalues: 12608 | GridSize: 55
Generation 63 | Revalues: 12846 | GridSize: 57
Generation 64 | Revalues: 13054 | GridSize: 60
Generation 65 | Revalues: 13262 | GridSize: 57
Generation 66 | Revalues: 13456 | GridSize: 54
Generation 67 | Revalues: 13646 | GridSize: 53
Generation 68 | Revalues: 13844 | GridSize: 56
Generation 69 | Revalues: 14048 | GridSize: 61
Generation 70 | Revalues: 14244 | GridSize: 56
Generation 71 | Revalues: 14448 | GridSize: 61
Generation 72 | Revalues: 14638 | GridSize: 58
Generation 73 | Revalues: 14808 | GridSize: 57
Generation 74 | Revalues: 15012 | GridSize: 59
Generation 75 | Revalues: 15202 | GridSize: 62
Generation 76 | Revalues: 15394 | GridSize: 66
Generation 77 | Revalues: 15610 | GridSize: 65
Generation 78 | Revalues: 15808 | GridSize: 68
Generation 79 | Revalues: 15992 | GridSize: 69
Generation 80 | Revalues: 16170 | GridSize: 66
Generation 81 | Revalues: 16394 | GridSize: 70
Generation 82 | Revalues: 16612 | GridSize: 69
Generation 83 | Revalues: 16834 | GridSize: 71
Generation 84 | Revalues: 17040 | GridSize: 74
Generation 85 | Revalues: 17216 | GridSize: 71
Generation 86 | Revalues: 17384 | GridSize: 73
Generation 87 | Revalues: 17556 | GridSize: 71
Generation 88 | Revalues: 17754 | GridSize: 74
Generation 89 | Revalues: 17964 | GridSize: 74
Generation 90 | Revalues: 18148 | GridSize: 74
Generation 91 | Revalues: 18354 | GridSize: 74
Generation 92 | Revalues: 18556 | GridSize: 73
Generation 93 | Revalues: 18762 | GridSize: 74
Generation 94 | Revalues: 18950 | GridSize: 79
Generation 95 | Revalues: 19188 | GridSize: 86
Generation 96 | Revalues: 19422 | GridSize: 88
Generation 97 | Revalues: 19598 | GridSize: 89
Generation 98 | Revalues: 19790 | GridSize: 88
Generation 99 | Revalues: 19958 | GridSize: 89
Generation 100 | Revalues: 20162 | GridSize: 82
Generation 101 | Revalues: 20372 | GridSize: 79
Generation 102 | Revalues: 20552 | GridSize: 78
Generation 103 | Revalues: 20746 | GridSize: 78
Generation 104 | Revalues: 20934 | GridSize: 69
Generation 105 | Revalues: 21138 | GridSize: 75
Generation 106 | Revalues: 21336 | GridSize: 77
Generation 107 | Revalues: 21546 | GridSize: 74
Generation 108 | Revalues: 21738 | GridSize: 72
Generation 109 | Revalues: 21942 | GridSize: 70
Generation 110 | Revalues: 22102 | GridSize: 69
Generation 111 | Revalues: 22296 | GridSize: 72
Generation 112 | Revalues: 22504 | GridSize: 70
Generation 113 | Revalues: 22718 | GridSize: 70
Generation 114 | Revalues: 22928 | GridSize: 70
Generation 115 | Revalues: 23134 | GridSize: 71
Generation 116 | Revalues: 23344 | GridSize: 76
Generation 117 | Revalues: 23552 | GridSize: 76
Generation 118 | Revalues: 23762 | GridSize: 79
Generation 119 | Revalues: 23960 | GridSize: 83
Generation 120 | Revalues: 24170 | GridSize: 87
Generation 121 | Revalues: 24368 | GridSize: 91
Generation 122 | Revalues: 24590 | GridSize: 89
Generation 123 | Revalues: 24764 | GridSize: 83
Generation 124 | Revalues: 24968 | GridSize: 86
Generation 125 | Revalues: 25152 | GridSize: 83
Generation 126 | Revalues: 25340 | GridSize: 86
Generation 127 | Revalues: 25558 | GridSize: 87
Generation 128 | Revalues: 25770 | GridSize: 86
Generation 129 | Revalues: 25958 | GridSize: 83
Generation 130 | Revalues: 26166 | GridSize: 80
Generation 131 | Revalues: 26352 | GridSize: 82
Generation 132 | Revalues: 26544 | GridSize: 86
Generation 133 | Revalues: 26732 | GridSize: 86
Generation 134 | Revalues: 26936 | GridSize: 89
Generation 135 | Revalues: 27132 | GridSize: 84
Generation 136 | Revalues: 27322 | GridSize: 84
Generation 137 | Revalues: 27548 | GridSize: 85
Generation 138 | Revalues: 27762 | GridSize: 89
Generation 139 | Revalues: 27936 | GridSize: 87
Generation 140 | Revalues: 28120 | GridSize: 87
Generation 141 | Revalues: 28318 | GridSize: 85
Generation 142 | Revalues: 28528 | GridSize: 84
Generation 143 | Revalues: 28736 | GridSize: 86
Generation 144 | Revalues: 28930 | GridSize: 83
Generation 145 | Revalues: 29130 | GridSize: 82
Generation 146 | Revalues: 29342 | GridSize: 80
Generation 147 | Revalues: 29548 | GridSize: 76
Generation 148 | Revalues: 29738 | GridSize: 77
Generation 149 | Revalues: 29924 | GridSize: 83
Generation 150 | Revalues: 30120 | GridSize: 85
Generation 151 | Revalues: 30324 | GridSize: 81
Generation 152 | Revalues: 30520 | GridSize: 84
Generation 153 | Revalues: 30714 | GridSize: 85
Generation 154 | Revalues: 30918 | GridSize: 88
Generation 155 | Revalues: 31120 | GridSize: 88
Generation 156 | Revalues: 31328 | GridSize: 87
Generation 157 | Revalues: 31548 | GridSize: 89
Generation 158 | Revalues: 31756 | GridSize: 87
Generation 159 | Revalues: 31952 | GridSize: 89
Generation 160 | Revalues: 32156 | GridSize: 90
Generation 161 | Revalues: 32354 | GridSize: 91
Generation 162 | Revalues: 32566 | GridSize: 90
Generation 163 | Revalues: 32774 | GridSize: 88
Generation 164 | Revalues: 32970 | GridSize: 86
Generation 165 | Revalues: 33160 | GridSize: 85
Generation 166 | Revalues: 33338 | GridSize: 89
Generation 167 | Revalues: 33528 | GridSize: 89
Generation 168 | Revalues: 33724 | GridSize: 90
Generation 169 | Revalues: 33920 | GridSize: 91
Generation 170 | Revalues: 34110 | GridSize: 94
Generation 171 | Revalues: 34298 | GridSize: 99
Generation 172 | Revalues: 34516 | GridSize: 100
Generation 173 | Revalues: 34736 | GridSize: 102
Generation 174 | Revalues: 34938 | GridSize: 104
Generation 175 | Revalues: 35144 | GridSize: 103
Generation 176 | Revalues: 35326 | GridSize: 105
Generation 177 | Revalues: 35526 | GridSize: 107
Generation 178 | Revalues: 35716 | GridSize: 107
Generation 179 | Revalues: 35912 | GridSize: 107
Generation 180 | Revalues: 36108 | GridSize: 108
Generation 181 | Revalues: 36282 | GridSize: 110
Generation 182 | Revalues: 36496 | GridSize: 108
Generation 183 | Revalues: 36676 | GridSize: 112
Generation 184 | Revalues: 36866 | GridSize: 112
Generation 185 | Revalues: 37080 | GridSize: 109
Generation 186 | Revalues: 37278 | GridSize: 108
Generation 187 | Revalues: 37460 | GridSize: 109
Generation 188 | Revalues: 37666 | GridSize: 102
Generation 189 | Revalues: 37850 | GridSize: 104
Generation 190 | Revalues: 38056 | GridSize: 105
Generation 191 | Revalues: 38254 | GridSize: 104
Generation 192 | Revalues: 38470 | GridSize: 105
Generation 193 | Revalues: 38650 | GridSize: 105
Generation 194 | Revalues: 38840 | GridSize: 105
Generation 195 | Revalues: 39024 | GridSize: 107
Generation 196 | Revalues: 39202 | GridSize: 108
Generation 197 | Revalues: 39430 | GridSize: 108
Generation 198 | Revalues: 39640 | GridSize: 108
Generation 199 | Revalues: 39846 | GridSize: 109
Generation 200 | Revalues: 40078 | GridSize: 113
Generation 201 | Revalues: 40254 | GridSize: 110
Generation 202 | Revalues: 40442 | GridSize: 109
Generation 203 | Revalues: 40638 | GridSize: 109
Generation 204 | Revalues: 40852 | GridSize: 110
Generation 205 | Revalues: 41052 | GridSize: 112
Generation 206 | Revalues: 41256 | GridSize: 108
Generation 207 | Revalues: 41430 | GridSize: 112
Generation 208 | Revalues: 41600 | GridSize: 113
Generation 209 | Revalues: 41802 | GridSize: 117
Generation 210 | Revalues: 41996 | GridSize: 119
Generation 211 | Revalues: 42192 | GridSize: 116
Generation 212 | Revalues: 42404 | GridSize: 121
Generation 213 | Revalues: 42598 | GridSize: 124
Generation 214 | Revalues: 42806 | GridSize: 124
Generation 215 | Revalues: 43016 | GridSize: 122
