Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 316 | GridSize: 3
Generation 2 | Revalues: 520 | GridSize: 11
Generation 3 | Revalues: 732 | GridSize: 11
Generation 4 | Revalues: 972 | GridSize: 10
Generation 5 | Revalues: 1198 | GridSize: 13
Generation 6 | Revalues: 1412 | GridSize: 18
Generation 7 | Revalues: 1642 | GridSize: 23
Generation 8 | Revalues: 1870 | GridSize: 20
Generation 9 | Revalues: 2078 | GridSize: 14
Generation 10 | Revalues: 2288 | GridSize: 14
Generation 11 | Revalues: 2514 | GridSize: 12
Generation 12 | Revalues: 2742 | GridSize: 8
Generation 13 | Revalues: 2956 | GridSize: 9
Generation 14 | Revalues: 3162 | GridSize: 15
Generation 15 | Revalues: 3422 | GridSize: 20
Generation 16 | Revalues: 3652 | GridSize: 19
Generation 17 | Revalues: 3882 | GridSize: 22
Generation 18 | Revalues: 4086 | GridSize: 19
Generation 19 | Revalues: 4298 | GridSize: 16
Generation 20 | Revalues: 4518 | GridSize: 16
Generation 21 | Revalues: 4708 | GridSize: 13
Generation 22 | Revalues: 4908 | GridSize: 15
Generation 23 | Revalues: 5118 | GridSize: 7
Generation 24 | Revalues: 5350 | GridSize: 10
Generation 25 | Revalues: 5570 | GridSize: 13
Generation 26 | Revalues: 5774 | GridSize: 14
Generation 27 | Revalues: 5996 | GridSize: 17
Generation 28 | Revalues: 6222 | GridSize: 13
Generation 29 | Revalues: 6442 | GridSize: 14
Generation 30 | Revalues: 6670 | GridSize: 10
Generation 31 | Revalues: 6898 | GridSize: 15
Generation 32 | Revalues: 7134 | GridSize: 15
Generation 33 | Revalues: 7368 | GridSize: 17
Generation 34 | Revalues: 7612 | GridSize: 17
Generation 35 | Revalues: 7826 | GridSize: 17
Generation 36 | Revalues: 8044 | GridSize: 17
Generation 37 | Revalues: 8242 | GridSize: 12
Generation 38 | Revalues: 8462 | GridSize: 14
Generation 39 | Revalues: 8696 | GridSize: 13
Generation 40 | Revalues: 8910 | GridSize: 13
Generation 41 | Revalues: 9118 | GridSize: 8
Generation 42 | Revalues: 9348 | GridSize: 10
Generation 43 | Revalues: 9576 | GridSize: 9
Generation 44 | Revalues: 9792 | GridSize: 11
Generation 45 | Revalues: 10020 | GridSize: 11
Generation 46 | Revalues: 10244 | GridSize: 13
Generation 47 | Revalues: 10452 | GridSize: 15
Generation 48 | Revalues: 10662 | GridSize: 14
Generation 49 | Revalues: 10878 | GridSize: 12
Generation 50 | Revalues: 11086 | GridSize: 12
Generation 51 | Revalues: 11314 | GridSize: 12
Generation 52 | Revalues: 11530 | GridSize: 11
Generation 53 | Revalues: 11766 | GridSize: 12
Generation 54 | Revalues: 11996 | GridSize: 12
Generation 55 | Revalues: 12230 | GridSize: 11
Generation 56 | Revalues: 12442 | GridSize: 10
Generation 57 | Revalues: 12670 | GridSize: 9
Generation 58 | Revalues: 12880 | GridSize: 12
Generation 59 | Revalues: 13110 | GridSize: 12
Generation 60 | Revalues: 13358 | GridSize: 10
Generation 61 | Revalues: 13586 | GridSize: 15
Generation 62 | Revalues: 13774 | GridSize: 13
Generation 63 | Revalues: 13980 | GridSize: 9
Generation 64 | Revalues: 14206 | GridSize: 11
Generation 65 | Revalues: 14452 | GridSize: 13
Generation 66 | Revalues: 14686 | GridSize: 15
Generation 67 | Revalues: 14906 | GridSize: 13
Generation 68 | Revalues: 15106 | GridSize: 16
Generation 69 | Revalues: 15324 | GridSize: 19
Generation 70 | Revalues: 15528 | GridSize: 18
