Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 292 | GridSize: 20
Generation 2 | Revalues: 512 | GridSize: 22
Generation 3 | Revalues: 692 | GridSize: 28
Generation 4 | Revalues: 900 | GridSize: 37
Generation 5 | Revalues: 1082 | GridSize: 24
Generation 6 | Revalues: 1300 | GridSize: 37
Generation 7 | Revalues: 1492 | GridSize: 37
Generation 8 | Revalues: 1670 | GridSize: 33
Generation 9 | Revalues: 1884 | GridSize: 40
Generation 10 | Revalues: 2064 | GridSize: 44
Generation 11 | Revalues: 2256 | GridSize: 46
Generation 12 | Revalues: 2454 | GridSize: 45
Generation 13 | Revalues: 2658 | GridSize: 49
Generation 14 | Revalues: 2830 | GridSize: 52
Generation 15 | Revalues: 3058 | GridSize: 57
Generation 16 | Revalues: 3266 | GridSize: 60
Generation 17 | Revalues: 3462 | GridSize: 63
Generation 18 | Revalues: 3626 | GridSize: 65
Generation 19 | Revalues: 3824 | GridSize: 70
Generation 20 | Revalues: 4070 | GridSize: 73
Generation 21 | Revalues: 4268 | GridSize: 81
Generation 22 | Revalues: 4450 | GridSize: 88
Generation 23 | Revalues: 4650 | GridSize: 91
Generation 24 | Revalues: 4858 | GridSize: 98
Generation 25 | Revalues: 5046 | GridSize: 96
Generation 26 | Revalues: 5252 | GridSize: 90
Generation 27 | Revalues: 5434 | GridSize: 93
Generation 28 | Revalues: 5624 | GridSize: 90
Generation 29 | Revalues: 5820 | GridSize: 90
Generation 30 | Revalues: 6012 | GridSize: 79
Generation 31 | Revalues: 6226 | GridSize: 87
Generation 32 | Revalues: 6454 | GridSize: 82
Generation 33 | Revalues: 6656 | GridSize: 93
Generation 34 | Revalues: 6842 | GridSize: 80
Generation 35 | Revalues: 7058 | GridSize: 82
Generation 36 | Revalues: 7254 | GridSize: 77
Generation 37 | Revalues: 7460 | GridSize: 87
Generation 38 | Revalues: 7666 | GridSize: 86
Generation 39 | Revalues: 7880 | GridSize: 90
Generation 40 | Revalues: 8092 | GridSize: 89
Generation 41 | Revalues: 8300 | GridSize: 81
Generation 42 | Revalues: 8506 | GridSize: 88
Generation 43 | Revalues: 8694 | GridSize: 90
Generation 44 | Revalues: 8888 | GridSize: 95
Generation 45 | Revalues: 9078 | GridSize: 94
Generation 46 | Revalues: 9278 | GridSize: 99
Generation 47 | Revalues: 9466 | GridSize: 103
Generation 48 | Revalues: 9662 | GridSize: 103
Generation 49 | Revalues: 9858 | GridSize: 104
Generation 50 | Revalues: 10076 | GridSize: 108
Generation 51 | Revalues: 10274 | GridSize: 107
Generation 52 | Revalues: 10466 | GridSize: 100
Generation 53 | Revalues: 10680 | GridSize: 104
Generation 54 | Revalues: 10894 | GridSize: 106
Generation 55 | Revalues: 11080 | GridSize: 110
Generation 56 | Revalues: 11282 | GridSize: 115
Generation 57 | Revalues: 11500 | GridSize: 109
Generation 58 | Revalues: 11702 | GridSize: 113
Generation 59 | Revalues: 11916 | GridSize: 115
Generation 60 | Revalues: 12144 | GridSize: 105
Generation 61 | Revalues: 12316 | GridSize: 107
Generation 62 | Revalues: 12498 | GridSize: 110
Generation 63 | Revalues: 12690 | GridSize: 113
Generation 64 | Revalues: 12908 | GridSize: 115
Generation 65 | Revalues: 13124 | GridSize: 117
Generation 66 | Revalues: 13294 | GridSize: 126
Generation 67 | Revalues: 13496 | GridSize: 130
Generation 68 | Revalues: 13696 | GridSize: 116
Generation 69 | Revalues: 13898 | GridSize: 122
Generation 70 | Revalues: 14110 | GridSize: 117
Generation 71 | Revalues: 14308 | GridSize: 114
Generation 72 | Revalues: 14500 | GridSize: 114
Generation 73 | Revalues: 14700 | GridSize: 118
Generation 74 | Revalues: 14876 | GridSize: 118
Generation 75 | Revalues: 15066 | GridSize: 119
Generation 76 | Revalues: 15276 | GridSize: 123
Generation 77 | Revalues: 15454 | GridSize: 122
Generation 78 | Revalues: 15634 | GridSize: 125
Generation 79 | Revalues: 15822 | GridSize: 120
Generation 80 | Revalues: 16012 | GridSize: 120
Generation 81 | Revalues: 16230 | GridSize: 124
Generation 82 | Revalues: 16440 | GridSize: 124
Generation 83 | Revalues: 16650 | GridSize: 128
Generation 84 | Revalues: 16840 | GridSize: 131
Generation 85 | Revalues: 17046 | GridSize: 132
Generation 86 | Revalues: 17252 | GridSize: 122
Generation 87 | Revalues: 17464 | GridSize: 125
Generation 88 | Revalues: 17650 | GridSize: 125
Generation 89 | Revalues: 17862 | GridSize: 126
Generation 90 | Revalues: 18058 | GridSize: 123
Generation 91 | Revalues: 18258 | GridSize: 126
Generation 92 | Revalues: 18468 | GridSize: 121
Generation 93 | Revalues: 18702 | GridSize: 124
Generation 94 | Revalues: 18914 | GridSize: 133
Generation 95 | Revalues: 19108 | GridSize: 139
Generation 96 | Revalues: 19316 | GridSize: 143
Generation 97 | Revalues: 19520 | GridSize: 145
Generation 98 | Revalues: 19690 | GridSize: 144
Generation 99 | Revalues: 19898 | GridSize: 154
Generation 100 | Revalues: 20108 | GridSize: 141
Generation 101 | Revalues: 20284 | GridSize: 151
Generation 102 | Revalues: 20490 | GridSize: 145
Generation 103 | Revalues: 20702 | GridSize: 138
Generation 104 | Revalues: 20914 | GridSize: 142
Generation 105 | Revalues: 21144 | GridSize: 147
Generation 106 | Revalues: 21340 | GridSize: 153
Generation 107 | Revalues: 21536 | GridSize: 152
Generation 108 | Revalues: 21750 | GridSize: 153
Generation 109 | Revalues: 21954 | GridSize: 151
Generation 110 | Revalues: 22164 | GridSize: 137
