Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 310 | GridSize: 2
Generation 2 | Revalues: 528 | GridSize: 4
Generation 3 | Revalues: 734 | GridSize: 7
Generation 4 | Revalues: 946 | GridSize: 6
Generation 5 | Revalues: 1166 | GridSize: 9
Generation 6 | Revalues: 1386 | GridSize: 5
Generation 7 | Revalues: 1628 | GridSize: 6
Generation 8 | Revalues: 1830 | GridSize: 7
Generation 9 | Revalues: 2032 | GridSize: 7
Generation 10 | Revalues: 2226 | GridSize: 8
Generation 11 | Revalues: 2440 | GridSize: 12
Generation 12 | Revalues: 2676 | GridSize: 7
Generation 13 | Revalues: 2914 | GridSize: 10
Generation 14 | Revalues: 3126 | GridSize: 8
Generation 15 | Revalues: 3330 | GridSize: 10
Generation 16 | Revalues: 3554 | GridSize: 10
Generation 17 | Revalues: 3792 | GridSize: 10
Generation 18 | Revalues: 4026 | GridSize: 10
Generation 19 | Revalues: 4248 | GridSize: 13
Generation 20 | Revalues: 4486 | GridSize: 15
Generation 21 | Revalues: 4718 | GridSize: 15
Generation 22 | Revalues: 4912 | GridSize: 9
Generation 23 | Revalues: 5142 | GridSize: 14
Generation 24 | Revalues: 5352 | GridSize: 13
Generation 25 | Revalues: 5542 | GridSize: 14
Generation 26 | Revalues: 5756 | GridSize: 10
Generation 27 | Revalues: 5982 | GridSize: 11
Generation 28 | Revalues: 6210 | GridSize: 15
Generation 29 | Revalues: 6424 | GridSize: 16
Generation 30 | Revalues: 6644 | GridSize: 16
Generation 31 | Revalues: 6870 | GridSize: 18
Generation 32 | Revalues: 7104 | GridSize: 24
Generation 33 | Revalues: 7334 | GridSize: 19
Generation 34 | Revalues: 7582 | GridSize: 15
Generation 35 | Revalues: 7778 | GridSize: 15
Generation 36 | Revalues: 8004 | GridSize: 17
Generation 37 | Revalues: 8222 | GridSize: 15
Generation 38 | Revalues: 8440 | GridSize: 16
Generation 39 | Revalues: 8636 | GridSize: 18
Generation 40 | Revalues: 8860 | GridSize: 19
Generation 41 | Revalues: 9086 | GridSize: 23
Generation 42 | Revalues: 9294 | GridSize: 14
Generation 43 | Revalues: 9524 | GridSize: 12
Generation 44 | Revalues: 9742 | GridSize: 17
Generation 45 | Revalues: 9948 | GridSize: 23
Generation 46 | Revalues: 10178 | GridSize: 22
Generation 47 | Revalues: 10408 | GridSize: 20
Generation 48 | Revalues: 10616 | GridSize: 21
Generation 49 | Revalues: 10820 | GridSize: 21
Generation 50 | Revalues: 11030 | GridSize: 14
Generation 51 | Revalues: 11234 | GridSize: 19
Generation 52 | Revalues: 11428 | GridSize: 15
Generation 53 | Revalues: 11662 | GridSize: 16
Generation 54 | Revalues: 11900 | GridSize: 18
Generation 55 | Revalues: 12116 | GridSize: 18
Generation 56 | Revalues: 12350 | GridSize: 21
Generation 57 | Revalues: 12558 | GridSize: 18
Generation 58 | Revalues: 12804 | GridSize: 21
Generation 59 | Revalues: 13020 | GridSize: 18
Generation 60 | Revalues: 13250 | GridSize: 18
Generation 61 | Revalues: 13454 | GridSize: 18
Generation 62 | Revalues: 13660 | GridSize: 16
Generation 63 | Revalues: 13888 | GridSize: 15
Generation 64 | Revalues: 14120 | GridSize: 18
Generation 65 | Revalues: 14316 | GridSize: 13
Generation 66 | Revalues: 14542 | GridSize: 15
Generation 67 | Revalues: 14742 | GridSize: 15
Generation 68 | Revalues: 14978 | GridSize: 15
Generation 69 | Revalues: 15188 | GridSize: 13
Generation 70 | Revalues: 15428 | GridSize: 16
Generation 71 | Revalues: 15646 | GridSize: 16
Generation 72 | Revalues: 15872 | GridSize: 19
Generation 73 | Revalues: 16082 | GridSize: 20
Generation 74 | Revalues: 16320 | GridSize: 21
Generation 75 | Revalues: 16546 | GridSize: 19
Generation 76 | Revalues: 16774 | GridSize: 18
Generation 77 | Revalues: 17002 | GridSize: 18
Generation 78 | Revalues: 17246 | GridSize: 19
Generation 79 | Revalues: 17468 | GridSize: 22
Generation 80 | Revalues: 17672 | GridSize: 23
Generation 81 | Revalues: 17890 | GridSize: 23
Generation 82 | Revalues: 18102 | GridSize: 21
Generation 83 | Revalues: 18310 | GridSize: 20
Generation 84 | Revalues: 18530 | GridSize: 22
Generation 85 | Revalues: 18762 | GridSize: 24
Generation 86 | Revalues: 18994 | GridSize: 24
Generation 87 | Revalues: 19230 | GridSize: 23
Generation 88 | Revalues: 19448 | GridSize: 17
Generation 89 | Revalues: 19678 | GridSize: 17
Generation 90 | Revalues: 19906 | GridSize: 20
Generation 91 | Revalues: 20108 | GridSize: 20
Generation 92 | Revalues: 20332 | GridSize: 18
Generation 93 | Revalues: 20562 | GridSize: 17
Generation 94 | Revalues: 20796 | GridSize: 16
Generation 95 | Revalues: 21012 | GridSize: 16
Generation 96 | Revalues: 21242 | GridSize: 17
Generation 97 | Revalues: 21450 | GridSize: 15
Generation 98 | Revalues: 21670 | GridSize: 16
Generation 99 | Revalues: 21918 | GridSize: 14
Generation 100 | Revalues: 22154 | GridSize: 13
Generation 101 | Revalues: 22376 | GridSize: 13
Generation 102 | Revalues: 22572 | GridSize: 11
Generation 103 | Revalues: 22772 | GridSize: 12
