Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 290 | GridSize: 5
Generation 2 | Revalues: 490 | GridSize: 7
Generation 3 | Revalues: 708 | GridSize: 8
Generation 4 | Revalues: 928 | GridSize: 8
Generation 5 | Revalues: 1104 | GridSize: 11
Generation 6 | Revalues: 1300 | GridSize: 12
Generation 7 | Revalues: 1524 | GridSize: 13
Generation 8 | Revalues: 1728 | GridSize: 9
Generation 9 | Revalues: 1932 | GridSize: 6
Generation 10 | Revalues: 2112 | GridSize: 8
Generation 11 | Revalues: 2310 | GridSize: 12
Generation 12 | Revalues: 2504 | GridSize: 13
Generation 13 | Revalues: 2714 | GridSize: 11
Generation 14 | Revalues: 2912 | GridSize: 11
Generation 15 | Revalues: 3094 | GridSize: 11
Generation 16 | Revalues: 3262 | GridSize: 11
Generation 17 | Revalues: 3476 | GridSize: 11
Generation 18 | Revalues: 3682 | GridSize: 13
Generation 19 | Revalues: 3892 | GridSize: 11
Generation 20 | Revalues: 4102 | GridSize: 11
Generation 21 | Revalues: 4294 | GridSize: 11
Generation 22 | Revalues: 4462 | GridSize: 12
Generation 23 | Revalues: 4628 | GridSize: 12
Generation 24 | Revalues: 4840 | GridSize: 14
Generation 25 | Revalues: 5024 | GridSize: 15
Generation 26 | Revalues: 5250 | GridSize: 16
Generation 27 | Revalues: 5434 | GridSize: 16
Generation 28 | Revalues: 5626 | GridSize: 16
Generation 29 | Revalues: 5798 | GridSize: 13
Generation 30 | Revalues: 6018 | GridSize: 11
Generation 31 | Revalues: 6214 | GridSize: 12
Generation 32 | Revalues: 6412 | GridSize: 13
Generation 33 | Revalues: 6618 | GridSize: 13
Generation 34 | Revalues: 6820 | GridSize: 14
Generation 35 | Revalues: 7030 | GridSize: 11
Generation 36 | Revalues: 7238 | GridSize: 11
Generation 37 | Revalues: 7432 | GridSize: 14
Generation 38 | Revalues: 7634 | GridSize: 16
Generation 39 | Revalues: 7848 | GridSize: 18
Generation 40 | Revalues: 8034 | GridSize: 16
Generation 41 | Revalues: 8226 | GridSize: 16
Generation 42 | Revalues: 8424 | GridSize: 17
Generation 43 | Revalues: 8606 | GridSize: 17
Generation 44 | Revalues: 8800 | GridSize: 19
Generation 45 | Revalues: 8996 | GridSize: 19
Generation 46 | Revalues: 9208 | GridSize: 17
Generation 47 | Revalues: 9404 | GridSize: 16
Generation 48 | Revalues: 9610 | GridSize: 16
Generation 49 | Revalues: 9794 | GridSize: 16
Generation 50 | Revalues: 10004 | GridSize: 16
Generation 51 | Revalues: 10220 | GridSize: 16
Generation 52 | Revalues: 10430 | GridSize: 16
Generation 53 | Revalues: 10618 | GridSize: 16
Generation 54 | Revalues: 10836 | GridSize: 16
Generation 55 | Revalues: 11032 | GridSize: 15
Generation 56 | Revalues: 11248 | GridSize: 17
Generation 57 | Revalues: 11452 | GridSize: 18
Generation 58 | Revalues: 11624 | GridSize: 19
Generation 59 | Revalues: 11830 | GridSize: 19
Generation 60 | Revalues: 12046 | GridSize: 17
Generation 61 | Revalues: 12236 | GridSize: 19
Generation 62 | Revalues: 12418 | GridSize: 20
Generation 63 | Revalues: 12636 | GridSize: 19
Generation 64 | Revalues: 12824 | GridSize: 20
Generation 65 | Revalues: 13002 | GridSize: 20
Generation 66 | Revalues: 13212 | GridSize: 20
Generation 67 | Revalues: 13436 | GridSize: 20
Generation 68 | Revalues: 13650 | GridSize: 21
Generation 69 | Revalues: 13850 | GridSize: 20
Generation 70 | Revalues: 14056 | GridSize: 22
Generation 71 | Revalues: 14244 | GridSize: 22
Generation 72 | Revalues: 14464 | GridSize: 22
Generation 73 | Revalues: 14664 | GridSize: 23
Generation 74 | Revalues: 14858 | GridSize: 21
Generation 75 | Revalues: 15052 | GridSize: 21
Generation 76 | Revalues: 15248 | GridSize: 23
Generation 77 | Revalues: 15414 | GridSize: 24
Generation 78 | Revalues: 15630 | GridSize: 24
Generation 79 | Revalues: 15830 | GridSize: 24
Generation 80 | Revalues: 16058 | GridSize: 24
Generation 81 | Revalues: 16268 | GridSize: 24
Generation 82 | Revalues: 16478 | GridSize: 23
Generation 83 | Revalues: 16676 | GridSize: 22
Generation 84 | Revalues: 16892 | GridSize: 22
Generation 85 | Revalues: 17090 | GridSize: 22
Generation 86 | Revalues: 17300 | GridSize: 21
Generation 87 | Revalues: 17482 | GridSize: 23
Generation 88 | Revalues: 17684 | GridSize: 23
Generation 89 | Revalues: 17860 | GridSize: 21
Generation 90 | Revalues: 18052 | GridSize: 21
Generation 91 | Revalues: 18252 | GridSize: 22
Generation 92 | Revalues: 18486 | GridSize: 20
Generation 93 | Revalues: 18694 | GridSize: 20
Generation 94 | Revalues: 18896 | GridSize: 20
Generation 95 | Revalues: 19100 | GridSize: 20
Generation 96 | Revalues: 19308 | GridSize: 20
Generation 97 | Revalues: 19504 | GridSize: 20
Generation 98 | Revalues: 19706 | GridSize: 20
Generation 99 | Revalues: 19892 | GridSize: 20
Generation 100 | Revalues: 20038 | GridSize: 20
Generation 101 | Revalues: 20252 | GridSize: 20
Generation 102 | Revalues: 20476 | GridSize: 20
Generation 103 | Revalues: 20654 | GridSize: 20
Generation 104 | Revalues: 20848 | GridSize: 19
Generation 105 | Revalues: 21020 | GridSize: 20
Generation 106 | Revalues: 21226 | GridSize: 21
Generation 107 | Revalues: 21456 | GridSize: 22
Generation 108 | Revalues: 21668 | GridSize: 22
Generation 109 | Revalues: 21846 | GridSize: 23
Generation 110 | Revalues: 22052 | GridSize: 23
Generation 111 | Revalues: 22290 | GridSize: 23
Generation 112 | Revalues: 22502 | GridSize: 23
Generation 113 | Revalues: 22688 | GridSize: 23
Generation 114 | Revalues: 22870 | GridSize: 23
Generation 115 | Revalues: 23056 | GridSize: 24
Generation 116 | Revalues: 23286 | GridSize: 23
Generation 117 | Revalues: 23476 | GridSize: 23
Generation 118 | Revalues: 23644 | GridSize: 23
Generation 119 | Revalues: 23834 | GridSize: 23
Generation 120 | Revalues: 24036 | GridSize: 23
Generation 121 | Revalues: 24264 | GridSize: 23
Generation 122 | Revalues: 24468 | GridSize: 23
Generation 123 | Revalues: 24674 | GridSize: 23
Generation 124 | Revalues: 24894 | GridSize: 23
Generation 125 | Revalues: 25106 | GridSize: 23
Generation 126 | Revalues: 25284 | GridSize: 23
Generation 127 | Revalues: 25498 | GridSize: 23
Generation 128 | Revalues: 25712 | GridSize: 24
Generation 129 | Revalues: 25918 | GridSize: 23
Generation 130 | Revalues: 26124 | GridSize: 23
Generation 131 | Revalues: 26326 | GridSize: 23
Generation 132 | Revalues: 26518 | GridSize: 24
Generation 133 | Revalues: 26704 | GridSize: 24
Generation 134 | Revalues: 26890 | GridSize: 24
Generation 135 | Revalues: 27064 | GridSize: 24
Generation 136 | Revalues: 27268 | GridSize: 24
Generation 137 | Revalues: 27468 | GridSize: 25
Generation 138 | Revalues: 27684 | GridSize: 25
Generation 139 | Revalues: 27882 | GridSize: 26
Generation 140 | Revalues: 28090 | GridSize: 26
Generation 141 | Revalues: 28292 | GridSize: 26
Generation 142 | Revalues: 28484 | GridSize: 26
Generation 143 | Revalues: 28686 | GridSize: 26
Generation 144 | Revalues: 28892 | GridSize: 26
Generation 145 | Revalues: 29114 | GridSize: 28
Generation 146 | Revalues: 29290 | GridSize: 26
Generation 147 | Revalues: 29498 | GridSize: 26
Generation 148 | Revalues: 29676 | GridSize: 26
Generation 149 | Revalues: 29860 | GridSize: 26
Generation 150 | Revalues: 30034 | GridSize: 26
Generation 151 | Revalues: 30242 | GridSize: 26
Generation 152 | Revalues: 30484 | GridSize: 26
Generation 153 | Revalues: 30664 | GridSize: 26
Generation 154 | Revalues: 30874 | GridSize: 26
Generation 155 | Revalues: 31092 | GridSize: 26
Generation 156 | Revalues: 31290 | GridSize: 26
Generation 157 | Revalues: 31484 | GridSize: 26
Generation 158 | Revalues: 31686 | GridSize: 22
Generation 159 | Revalues: 31912 | GridSize: 22
Generation 160 | Revalues: 32112 | GridSize: 22
Generation 161 | Revalues: 32290 | GridSize: 22
Generation 162 | Revalues: 32484 | GridSize: 22
Generation 163 | Revalues: 32676 | GridSize: 22
Generation 164 | Revalues: 32878 | GridSize: 22
Generation 165 | Revalues: 33104 | GridSize: 22
Generation 166 | Revalues: 33318 | GridSize: 22
Generation 167 | Revalues: 33526 | GridSize: 21
Generation 168 | Revalues: 33736 | GridSize: 21
Generation 169 | Revalues: 33928 | GridSize: 21
Generation 170 | Revalues: 34144 | GridSize: 21
Generation 171 | Revalues: 34348 | GridSize: 21
Generation 172 | Revalues: 34548 | GridSize: 21
Generation 173 | Revalues: 34756 | GridSize: 21
Generation 174 | Revalues: 34952 | GridSize: 22
Generation 175 | Revalues: 35138 | GridSize: 22
Generation 176 | Revalues: 35336 | GridSize: 22
Generation 177 | Revalues: 35514 | GridSize: 22
Generation 178 | Revalues: 35700 | GridSize: 22
Generation 179 | Revalues: 35922 | GridSize: 22
Generation 180 | Revalues: 36168 | GridSize: 22
Generation 181 | Revalues: 36384 | GridSize: 22
Generation 182 | Revalues: 36580 | GridSize: 22
Generation 183 | Revalues: 36772 | GridSize: 22
Generation 184 | Revalues: 36976 | GridSize: 22
Generation 185 | Revalues: 37170 | GridSize: 23
Generation 186 | Revalues: 37384 | GridSize: 24
Generation 187 | Revalues: 37562 | GridSize: 24
Generation 188 | Revalues: 37776 | GridSize: 24
Generation 189 | Revalues: 37984 | GridSize: 24
Generation 190 | Revalues: 38182 | GridSize: 24
Generation 191 | Revalues: 38394 | GridSize: 24
Generation 192 | Revalues: 38602 | GridSize: 24
Generation 193 | Revalues: 38814 | GridSize: 22
Generation 194 | Revalues: 39024 | GridSize: 22
Generation 195 | Revalues: 39216 | GridSize: 21
Generation 196 | Revalues: 39426 | GridSize: 21
Generation 197 | Revalues: 39624 | GridSize: 21
Generation 198 | Revalues: 39842 | GridSize: 21
Generation 199 | Revalues: 40040 | GridSize: 21
Generation 200 | Revalues: 40238 | GridSize: 21
Generation 201 | Revalues: 40422 | GridSize: 21
Generation 202 | Revalues: 40638 | GridSize: 21
Generation 203 | Revalues: 40810 | GridSize: 21
Generation 204 | Revalues: 41024 | GridSize: 21
Generation 205 | Revalues: 41202 | GridSize: 21
Generation 206 | Revalues: 41388 | GridSize: 21
Generation 207 | Revalues: 41586 | GridSize: 21
Generation 208 | Revalues: 41782 | GridSize: 21
Generation 209 | Revalues: 41982 | GridSize: 21
Generation 210 | Revalues: 42158 | GridSize: 21
Generation 211 | Revalues: 42366 | GridSize: 21
Generation 212 | Revalues: 42566 | GridSize: 21
Generation 213 | Revalues: 42758 | GridSize: 21
Generation 214 | Revalues: 42960 | GridSize: 21
Generation 215 | Revalues: 43176 | GridSize: 21
Generation 216 | Revalues: 43378 | GridSize: 21
Generation 217 | Revalues: 43588 | GridSize: 21
Generation 218 | Revalues: 43782 | GridSize: 21
Generation 219 | Revalues: 43992 | GridSize: 21
Generation 220 | Revalues: 44190 | GridSize: 21
Generation 221 | Revalues: 44384 | GridSize: 21
Generation 222 | Revalues: 44582 | GridSize: 21
Generation 223 | Revalues: 44784 | GridSize: 21
Generation 224 | Revalues: 44998 | GridSize: 21
Generation 225 | Revalues: 45190 | GridSize: 21
Generation 226 | Revalues: 45412 | GridSize: 21
Generation 227 | Revalues: 45594 | GridSize: 21
Generation 228 | Revalues: 45818 | GridSize: 21
Generation 229 | Revalues: 46020 | GridSize: 21
Generation 230 | Revalues: 46220 | GridSize: 21
Generation 231 | Revalues: 46424 | GridSize: 21
Generation 232 | Revalues: 46614 | GridSize: 21
Generation 233 | Revalues: 46798 | GridSize: 21
Generation 234 | Revalues: 47008 | GridSize: 21
Generation 235 | Revalues: 47224 | GridSize: 21
Generation 236 | Revalues: 47428 | GridSize: 21
Generation 237 | Revalues: 47614 | GridSize: 21
Generation 238 | Revalues: 47812 | GridSize: 21
Generation 239 | Revalues: 48022 | GridSize: 21
Generation 240 | Revalues: 48222 | GridSize: 21
Generation 241 | Revalues: 48444 | GridSize: 21
Generation 242 | Revalues: 48646 | GridSize: 21
Generation 243 | Revalues: 48830 | GridSize: 21
Generation 244 | Revalues: 49016 | GridSize: 21
Generation 245 | Revalues: 49208 | GridSize: 21
Generation 246 | Revalues: 49410 | GridSize: 21
Generation 247 | Revalues: 49622 | GridSize: 21
Generation 248 | Revalues: 49822 | GridSize: 21
Generation 249 | Revalues: 49996 | GridSize: 21
Generation 250 | Revalues: 50204 | GridSize: 21
Generation 251 | Revalues: 50406 | GridSize: 22
Generation 252 | Revalues: 50606 | GridSize: 22
Generation 253 | Revalues: 50798 | GridSize: 22
Generation 254 | Revalues: 50976 | GridSize: 22
Generation 255 | Revalues: 51168 | GridSize: 22
Generation 256 | Revalues: 51378 | GridSize: 22
Generation 257 | Revalues: 51578 | GridSize: 22
Generation 258 | Revalues: 51768 | GridSize: 22
Generation 259 | Revalues: 51966 | GridSize: 22
Generation 260 | Revalues: 52170 | GridSize: 22
Generation 261 | Revalues: 52378 | GridSize: 22
Generation 262 | Revalues: 52580 | GridSize: 22
Generation 263 | Revalues: 52780 | GridSize: 24
Generation 264 | Revalues: 52998 | GridSize: 24
Generation 265 | Revalues: 53188 | GridSize: 24
Generation 266 | Revalues: 53428 | GridSize: 24
Generation 267 | Revalues: 53626 | GridSize: 24
Generation 268 | Revalues: 53840 | GridSize: 24
Generation 269 | Revalues: 54018 | GridSize: 24
Generation 270 | Revalues: 54254 | GridSize: 24
Generation 271 | Revalues: 54468 | GridSize: 24
Generation 272 | Revalues: 54658 | GridSize: 24
Generation 273 | Revalues: 54840 | GridSize: 24
Generation 274 | Revalues: 55038 | GridSize: 24
Generation 275 | Revalues: 55248 | GridSize: 24
Generation 276 | Revalues: 55450 | GridSize: 24
Generation 277 | Revalues: 55658 | GridSize: 23
Generation 278 | Revalues: 55842 | GridSize: 23
Generation 279 | Revalues: 56010 | GridSize: 23
Generation 280 | Revalues: 56220 | GridSize: 23
Generation 281 | Revalues: 56428 | GridSize: 23
Generation 282 | Revalues: 56622 | GridSize: 23
Generation 283 | Revalues: 56822 | GridSize: 23
Generation 284 | Revalues: 57016 | GridSize: 23
Generation 285 | Revalues: 57226 | GridSize: 23
Generation 286 | Revalues: 57432 | GridSize: 23
Generation 287 | Revalues: 57654 | GridSize: 22
Generation 288 | Revalues: 57824 | GridSize: 22
Generation 289 | Revalues: 57996 | GridSize: 22
Generation 290 | Revalues: 58172 | GridSize: 22
Generation 291 | Revalues: 58354 | GridSize: 22
Generation 292 | Revalues: 58560 | GridSize: 22
Generation 293 | Revalues: 58780 | GridSize: 22
Generation 294 | Revalues: 58998 | GridSize: 22
Generation 295 | Revalues: 59198 | GridSize: 22
Generation 296 | Revalues: 59400 | GridSize: 22
Generation 297 | Revalues: 59614 | GridSize: 22
Generation 298 | Revalues: 59804 | GridSize: 22
Generation 299 | Revalues: 59994 | GridSize: 22
Generation 300 | Revalues: 60194 | GridSize: 22
Generation 301 | Revalues: 60382 | GridSize: 22
Generation 302 | Revalues: 60582 | GridSize: 22
Generation 303 | Revalues: 60750 | GridSize: 22
Generation 304 | Revalues: 60938 | GridSize: 22
Generation 305 | Revalues: 61132 | GridSize: 22
Generation 306 | Revalues: 61344 | GridSize: 22
Generation 307 | Revalues: 61536 | GridSize: 22
Generation 308 | Revalues: 61710 | GridSize: 23
Generation 309 | Revalues: 61892 | GridSize: 23
Generation 310 | Revalues: 62074 | GridSize: 23
Generation 311 | Revalues: 62266 | GridSize: 23
Generation 312 | Revalues: 62480 | GridSize: 23
Generation 313 | Revalues: 62670 | GridSize: 24
Generation 314 | Revalues: 62862 | GridSize: 24
Generation 315 | Revalues: 63080 | GridSize: 24
Generation 316 | Revalues: 63284 | GridSize: 24
Generation 317 | Revalues: 63474 | GridSize: 24
Generation 318 | Revalues: 63684 | GridSize: 24
Generation 319 | Revalues: 63864 | GridSize: 24
Generation 320 | Revalues: 64070 | GridSize: 24
Generation 321 | Revalues: 64284 | GridSize: 24
Generation 322 | Revalues: 64472 | GridSize: 24
Generation 323 | Revalues: 64686 | GridSize: 24
Generation 324 | Revalues: 64900 | GridSize: 24
Generation 325 | Revalues: 65100 | GridSize: 24
Generation 326 | Revalues: 65288 | GridSize: 24
Generation 327 | Revalues: 65490 | GridSize: 24
Generation 328 | Revalues: 65714 | GridSize: 25
Generation 329 | Revalues: 65934 | GridSize: 26
Generation 330 | Revalues: 66122 | GridSize: 26
Generation 331 | Revalues: 66326 | GridSize: 26
Generation 332 | Revalues: 66540 | GridSize: 26
Generation 333 | Revalues: 66726 | GridSize: 26
Generation 334 | Revalues: 66916 | GridSize: 26
Generation 335 | Revalues: 67132 | GridSize: 26
Generation 336 | Revalues: 67314 | GridSize: 26
Generation 337 | Revalues: 67528 | GridSize: 26
Generation 338 | Revalues: 67722 | GridSize: 26
Generation 339 | Revalues: 67932 | GridSize: 26
Generation 340 | Revalues: 68112 | GridSize: 26
Generation 341 | Revalues: 68312 | GridSize: 26
Generation 342 | Revalues: 68542 | GridSize: 26
Generation 343 | Revalues: 68752 | GridSize: 27
Generation 344 | Revalues: 68946 | GridSize: 27
Generation 345 | Revalues: 69160 | GridSize: 27
