Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 288 | GridSize: 15
Generation 2 | Revalues: 488 | GridSize: 19
Generation 3 | Revalues: 678 | GridSize: 24
Generation 4 | Revalues: 892 | GridSize: 23
Generation 5 | Revalues: 1090 | GridSize: 26
Generation 6 | Revalues: 1290 | GridSize: 19
Generation 7 | Revalues: 1506 | GridSize: 26
Generation 8 | Revalues: 1692 | GridSize: 27
Generation 9 | Revalues: 1874 | GridSize: 29
Generation 10 | Revalues: 2064 | GridSize: 32
Generation 11 | Revalues: 2254 | GridSize: 33
Generation 12 | Revalues: 2480 | GridSize: 34
Generation 13 | Revalues: 2682 | GridSize: 32
Generation 14 | Revalues: 2874 | GridSize: 33
Generation 15 | Revalues: 3068 | GridSize: 38
Generation 16 | Revalues: 3278 | GridSize: 38
Generation 17 | Revalues: 3490 | GridSize: 42
Generation 18 | Revalues: 3702 | GridSize: 42
Generation 19 | Revalues: 3886 | GridSize: 45
Generation 20 | Revalues: 4086 | GridSize: 51
Generation 21 | Revalues: 4298 | GridSize: 46
Generation 22 | Revalues: 4498 | GridSize: 51
Generation 23 | Revalues: 4674 | GridSize: 53
Generation 24 | Revalues: 4884 | GridSize: 51
Generation 25 | Revalues: 5078 | GridSize: 54
Generation 26 | Revalues: 5272 | GridSize: 58
Generation 27 | Revalues: 5460 | GridSize: 56
Generation 28 | Revalues: 5646 | GridSize: 60
Generation 29 | Revalues: 5852 | GridSize: 60
Generation 30 | Revalues: 6046 | GridSize: 52
Generation 31 | Revalues: 6234 | GridSize: 49
Generation 32 | Revalues: 6460 | GridSize: 54
Generation 33 | Revalues: 6672 | GridSize: 52
Generation 34 | Revalues: 6878 | GridSize: 50
Generation 35 | Revalues: 7094 | GridSize: 50
Generation 36 | Revalues: 7294 | GridSize: 49
Generation 37 | Revalues: 7492 | GridSize: 44
Generation 38 | Revalues: 7682 | GridSize: 45
Generation 39 | Revalues: 7880 | GridSize: 47
Generation 40 | Revalues: 8070 | GridSize: 49
Generation 41 | Revalues: 8276 | GridSize: 50
Generation 42 | Revalues: 8498 | GridSize: 48
Generation 43 | Revalues: 8696 | GridSize: 45
Generation 44 | Revalues: 8894 | GridSize: 44
Generation 45 | Revalues: 9094 | GridSize: 45
Generation 46 | Revalues: 9294 | GridSize: 43
Generation 47 | Revalues: 9474 | GridSize: 49
Generation 48 | Revalues: 9686 | GridSize: 51
Generation 49 | Revalues: 9844 | GridSize: 54
Generation 50 | Revalues: 10076 | GridSize: 56
Generation 51 | Revalues: 10230 | GridSize: 55
Generation 52 | Revalues: 10452 | GridSize: 54
Generation 53 | Revalues: 10666 | GridSize: 55
Generation 54 | Revalues: 10870 | GridSize: 56
Generation 55 | Revalues: 11064 | GridSize: 55
Generation 56 | Revalues: 11288 | GridSize: 61
Generation 57 | Revalues: 11500 | GridSize: 52
Generation 58 | Revalues: 11690 | GridSize: 55
Generation 59 | Revalues: 11900 | GridSize: 57
Generation 60 | Revalues: 12102 | GridSize: 55
Generation 61 | Revalues: 12314 | GridSize: 57
Generation 62 | Revalues: 12510 | GridSize: 56
Generation 63 | Revalues: 12704 | GridSize: 59
Generation 64 | Revalues: 12908 | GridSize: 62
Generation 65 | Revalues: 13126 | GridSize: 60
Generation 66 | Revalues: 13334 | GridSize: 60
Generation 67 | Revalues: 13528 | GridSize: 60
Generation 68 | Revalues: 13734 | GridSize: 60
Generation 69 | Revalues: 13914 | GridSize: 56
Generation 70 | Revalues: 14114 | GridSize: 54
Generation 71 | Revalues: 14326 | GridSize: 54
Generation 72 | Revalues: 14510 | GridSize: 52
Generation 73 | Revalues: 14714 | GridSize: 49
