algorithm,instance,run_id,vector_id,generation,iteration,f_cost,f_power,weight1,weight2,occupied
moead,178_r1e-05,2,0,0,0,57383637.986512,680681.690918,0.000000,1.000000,241427 306551 532586 627039 665786 675639 830203 961350 967832 1073853 1213032 1286773 1443520 1486608 1609124 1628707 1698261 1830234 1981561 2080694 2101825 2224839 2275989
moead,178_r1e-05,2,1,0,0,55241317.028496,643356.121582,0.111111,0.888889,208760 382913 529198 535206 630872 641435 645970 651402 657186 731238 827325 937311 956512 1183804 1287805 1388903 1444976 1472846 1592993 1593325 1751434 1810326 1954087
moead,178_r1e-05,2,2,0,0,55241317.028496,643356.121582,0.222222,0.777778,208760 382913 529198 535206 630872 641435 645970 651402 657186 731238 827325 937311 956512 1183804 1287805 1388903 1444976 1472846 1592993 1593325 1751434 1810326 1954087
moead,178_r1e-05,2,3,0,0,55241317.028496,643356.121582,0.333333,0.666667,208760 382913 529198 535206 630872 641435 645970 651402 657186 731238 827325 937311 956512 1183804 1287805 1388903 1444976 1472846 1592993 1593325 1751434 1810326 1954087
moead,178_r1e-05,2,4,0,0,55241317.028496,643356.121582,0.444444,0.555556,208760 382913 529198 535206 630872 641435 645970 651402 657186 731238 827325 937311 956512 1183804 1287805 1388903 1444976 1472846 1592993 1593325 1751434 1810326 1954087
moead,178_r1e-05,2,5,0,0,55241317.028496,643356.121582,0.555556,0.444444,208760 382913 529198 535206 630872 641435 645970 651402 657186 731238 827325 937311 956512 1183804 1287805 1388903 1444976 1472846 1592993 1593325 1751434 1810326 1954087
moead,178_r1e-05,2,6,0,0,55241317.028496,643356.121582,0.666667,0.333333,208760 382913 529198 535206 630872 641435 645970 651402 657186 731238 827325 937311 956512 1183804 1287805 1388903 1444976 1472846 1592993 1593325 1751434 1810326 1954087
moead,178_r1e-05,2,7,0,0,55241317.028496,643356.121582,0.777778,0.222222,208760 382913 529198 535206 630872 641435 645970 651402 657186 731238 827325 937311 956512 1183804 1287805 1388903 1444976 1472846 1592993 1593325 1751434 1810326 1954087
moead,178_r1e-05,2,8,0,0,55241317.028496,643356.121582,0.888889,0.111111,208760 382913 529198 535206 630872 641435 645970 651402 657186 731238 827325 937311 956512 1183804 1287805 1388903 1444976 1472846 1592993 1593325 1751434 1810326 1954087
moead,178_r1e-05,2,9,0,0,55241317.028496,643356.121582,1.000000,0.000000,208760 382913 529198 535206 630872 641435 645970 651402 657186 731238 827325 937311 956512 1183804 1287805 1388903 1444976 1472846 1592993 1593325 1751434 1810326 1954087
