Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 312 | GridSize: 5
Generation 2 | Revalues: 536 | GridSize: 5
Generation 3 | Revalues: 740 | GridSize: 7
Generation 4 | Revalues: 968 | GridSize: 11
Generation 5 | Revalues: 1182 | GridSize: 11
Generation 6 | Revalues: 1404 | GridSize: 13
Generation 7 | Revalues: 1630 | GridSize: 11
Generation 8 | Revalues: 1858 | GridSize: 5
Generation 9 | Revalues: 2092 | GridSize: 10
Generation 10 | Revalues: 2312 | GridSize: 12
Generation 11 | Revalues: 2538 | GridSize: 14
Generation 12 | Revalues: 2744 | GridSize: 12
Generation 13 | Revalues: 2958 | GridSize: 12
Generation 14 | Revalues: 3188 | GridSize: 19
Generation 15 | Revalues: 3432 | GridSize: 18
Generation 16 | Revalues: 3664 | GridSize: 20
Generation 17 | Revalues: 3900 | GridSize: 14
Generation 18 | Revalues: 4102 | GridSize: 15
Generation 19 | Revalues: 4326 | GridSize: 18
Generation 20 | Revalues: 4542 | GridSize: 17
Generation 21 | Revalues: 4752 | GridSize: 20
Generation 22 | Revalues: 4980 | GridSize: 23
Generation 23 | Revalues: 5206 | GridSize: 20
Generation 24 | Revalues: 5434 | GridSize: 22
Generation 25 | Revalues: 5676 | GridSize: 16
Generation 26 | Revalues: 5880 | GridSize: 16
Generation 27 | Revalues: 6092 | GridSize: 20
Generation 28 | Revalues: 6298 | GridSize: 20
Generation 29 | Revalues: 6514 | GridSize: 15
Generation 30 | Revalues: 6736 | GridSize: 11
Generation 31 | Revalues: 6948 | GridSize: 8
Generation 32 | Revalues: 7200 | GridSize: 12
Generation 33 | Revalues: 7406 | GridSize: 11
Generation 34 | Revalues: 7614 | GridSize: 15
Generation 35 | Revalues: 7816 | GridSize: 17
Generation 36 | Revalues: 8010 | GridSize: 23
Generation 37 | Revalues: 8258 | GridSize: 17
Generation 38 | Revalues: 8460 | GridSize: 18
Generation 39 | Revalues: 8684 | GridSize: 15
Generation 40 | Revalues: 8896 | GridSize: 16
Generation 41 | Revalues: 9110 | GridSize: 16
Generation 42 | Revalues: 9336 | GridSize: 16
Generation 43 | Revalues: 9546 | GridSize: 23
Generation 44 | Revalues: 9764 | GridSize: 24
Generation 45 | Revalues: 10006 | GridSize: 18
Generation 46 | Revalues: 10252 | GridSize: 21
Generation 47 | Revalues: 10476 | GridSize: 17
