Generation 0 | Revalues: 100 | GridSize: 7
Generation 1 | Revalues: 336 | GridSize: 9
Generation 2 | Revalues: 536 | GridSize: 9
Generation 3 | Revalues: 752 | GridSize: 8
Generation 4 | Revalues: 972 | GridSize: 8
Generation 5 | Revalues: 1200 | GridSize: 12
Generation 6 | Revalues: 1414 | GridSize: 7
Generation 7 | Revalues: 1646 | GridSize: 11
Generation 8 | Revalues: 1872 | GridSize: 11
Generation 9 | Revalues: 2084 | GridSize: 13
Generation 10 | Revalues: 2312 | GridSize: 14
Generation 11 | Revalues: 2540 | GridSize: 15
Generation 12 | Revalues: 2766 | GridSize: 16
Generation 13 | Revalues: 3000 | GridSize: 12
Generation 14 | Revalues: 3214 | GridSize: 7
Generation 15 | Revalues: 3454 | GridSize: 9
Generation 16 | Revalues: 3694 | GridSize: 9
Generation 17 | Revalues: 3904 | GridSize: 13
Generation 18 | Revalues: 4142 | GridSize: 17
Generation 19 | Revalues: 4390 | GridSize: 15
Generation 20 | Revalues: 4622 | GridSize: 18
Generation 21 | Revalues: 4858 | GridSize: 10
Generation 22 | Revalues: 5072 | GridSize: 13
Generation 23 | Revalues: 5284 | GridSize: 9
Generation 24 | Revalues: 5482 | GridSize: 11
Generation 25 | Revalues: 5696 | GridSize: 12
Generation 26 | Revalues: 5912 | GridSize: 12
Generation 27 | Revalues: 6108 | GridSize: 10
Generation 28 | Revalues: 6348 | GridSize: 11
Generation 29 | Revalues: 6568 | GridSize: 12
Generation 30 | Revalues: 6770 | GridSize: 14
Generation 31 | Revalues: 7024 | GridSize: 13
Generation 32 | Revalues: 7224 | GridSize: 17
Generation 33 | Revalues: 7432 | GridSize: 15
Generation 34 | Revalues: 7636 | GridSize: 19
Generation 35 | Revalues: 7854 | GridSize: 21
Generation 36 | Revalues: 8070 | GridSize: 23
Generation 37 | Revalues: 8286 | GridSize: 24
Generation 38 | Revalues: 8526 | GridSize: 19
Generation 39 | Revalues: 8766 | GridSize: 19
Generation 40 | Revalues: 9002 | GridSize: 19
Generation 41 | Revalues: 9228 | GridSize: 17
Generation 42 | Revalues: 9446 | GridSize: 19
Generation 43 | Revalues: 9662 | GridSize: 20
Generation 44 | Revalues: 9888 | GridSize: 20
Generation 45 | Revalues: 10118 | GridSize: 24
Generation 46 | Revalues: 10332 | GridSize: 19
Generation 47 | Revalues: 10552 | GridSize: 15
Generation 48 | Revalues: 10768 | GridSize: 18
Generation 49 | Revalues: 10984 | GridSize: 21
Generation 50 | Revalues: 11188 | GridSize: 17
Generation 51 | Revalues: 11400 | GridSize: 17
Generation 52 | Revalues: 11614 | GridSize: 15
Generation 53 | Revalues: 11842 | GridSize: 14
Generation 54 | Revalues: 12054 | GridSize: 14
Generation 55 | Revalues: 12258 | GridSize: 16
Generation 56 | Revalues: 12484 | GridSize: 17
Generation 57 | Revalues: 12704 | GridSize: 13
Generation 58 | Revalues: 12924 | GridSize: 16
Generation 59 | Revalues: 13150 | GridSize: 17
Generation 60 | Revalues: 13344 | GridSize: 16
Generation 61 | Revalues: 13584 | GridSize: 15
Generation 62 | Revalues: 13788 | GridSize: 16
Generation 63 | Revalues: 14030 | GridSize: 19
Generation 64 | Revalues: 14232 | GridSize: 19
Generation 65 | Revalues: 14446 | GridSize: 20
Generation 66 | Revalues: 14660 | GridSize: 22
Generation 67 | Revalues: 14854 | GridSize: 22
Generation 68 | Revalues: 15076 | GridSize: 26
Generation 69 | Revalues: 15288 | GridSize: 21
Generation 70 | Revalues: 15510 | GridSize: 18
Generation 71 | Revalues: 15734 | GridSize: 20
Generation 72 | Revalues: 15980 | GridSize: 23
Generation 73 | Revalues: 16212 | GridSize: 25
Generation 74 | Revalues: 16442 | GridSize: 27
Generation 75 | Revalues: 16668 | GridSize: 26
Generation 76 | Revalues: 16880 | GridSize: 29
Generation 77 | Revalues: 17076 | GridSize: 29
Generation 78 | Revalues: 17296 | GridSize: 33
Generation 79 | Revalues: 17514 | GridSize: 33
Generation 80 | Revalues: 17736 | GridSize: 32
Generation 81 | Revalues: 17956 | GridSize: 32
Generation 82 | Revalues: 18168 | GridSize: 33
Generation 83 | Revalues: 18376 | GridSize: 34
Generation 84 | Revalues: 18608 | GridSize: 34
Generation 85 | Revalues: 18820 | GridSize: 36
Generation 86 | Revalues: 19030 | GridSize: 37
Generation 87 | Revalues: 19260 | GridSize: 37
Generation 88 | Revalues: 19480 | GridSize: 35
Generation 89 | Revalues: 19692 | GridSize: 36
Generation 90 | Revalues: 19902 | GridSize: 35
Generation 91 | Revalues: 20102 | GridSize: 36
Generation 92 | Revalues: 20324 | GridSize: 33
Generation 93 | Revalues: 20538 | GridSize: 34
Generation 94 | Revalues: 20802 | GridSize: 35
Generation 95 | Revalues: 21050 | GridSize: 37
Generation 96 | Revalues: 21276 | GridSize: 37
Generation 97 | Revalues: 21506 | GridSize: 36
Generation 98 | Revalues: 21714 | GridSize: 36
Generation 99 | Revalues: 21926 | GridSize: 35
Generation 100 | Revalues: 22160 | GridSize: 38
Generation 101 | Revalues: 22372 | GridSize: 42
Generation 102 | Revalues: 22572 | GridSize: 40
Generation 103 | Revalues: 22788 | GridSize: 45
Generation 104 | Revalues: 23012 | GridSize: 41
Generation 105 | Revalues: 23240 | GridSize: 44
Generation 106 | Revalues: 23468 | GridSize: 44
Generation 107 | Revalues: 23690 | GridSize: 47
Generation 108 | Revalues: 23910 | GridSize: 43
Generation 109 | Revalues: 24138 | GridSize: 42
Generation 110 | Revalues: 24350 | GridSize: 43
Generation 111 | Revalues: 24574 | GridSize: 47
Generation 112 | Revalues: 24782 | GridSize: 46
Generation 113 | Revalues: 25024 | GridSize: 48
Generation 114 | Revalues: 25252 | GridSize: 46
Generation 115 | Revalues: 25462 | GridSize: 47
Generation 116 | Revalues: 25706 | GridSize: 40
Generation 117 | Revalues: 25930 | GridSize: 42
Generation 118 | Revalues: 26140 | GridSize: 42
Generation 119 | Revalues: 26370 | GridSize: 40
Generation 120 | Revalues: 26592 | GridSize: 44
Generation 121 | Revalues: 26806 | GridSize: 45
Generation 122 | Revalues: 27028 | GridSize: 48
Generation 123 | Revalues: 27228 | GridSize: 48
Generation 124 | Revalues: 27432 | GridSize: 47
Generation 125 | Revalues: 27636 | GridSize: 47
Generation 126 | Revalues: 27864 | GridSize: 47
Generation 127 | Revalues: 28102 | GridSize: 41
Generation 128 | Revalues: 28344 | GridSize: 39
Generation 129 | Revalues: 28550 | GridSize: 42
Generation 130 | Revalues: 28776 | GridSize: 44
Generation 131 | Revalues: 28984 | GridSize: 43
Generation 132 | Revalues: 29204 | GridSize: 43
Generation 133 | Revalues: 29446 | GridSize: 41
Generation 134 | Revalues: 29672 | GridSize: 40
Generation 135 | Revalues: 29876 | GridSize: 40
Generation 136 | Revalues: 30118 | GridSize: 40
Generation 137 | Revalues: 30340 | GridSize: 40
Generation 138 | Revalues: 30566 | GridSize: 39
Generation 139 | Revalues: 30800 | GridSize: 37
Generation 140 | Revalues: 31018 | GridSize: 35
Generation 141 | Revalues: 31234 | GridSize: 35
Generation 142 | Revalues: 31480 | GridSize: 35
Generation 143 | Revalues: 31702 | GridSize: 36
Generation 144 | Revalues: 31928 | GridSize: 38
Generation 145 | Revalues: 32144 | GridSize: 41
Generation 146 | Revalues: 32382 | GridSize: 40
Generation 147 | Revalues: 32600 | GridSize: 41
Generation 148 | Revalues: 32816 | GridSize: 42
Generation 149 | Revalues: 33024 | GridSize: 42
Generation 150 | Revalues: 33232 | GridSize: 42
Generation 151 | Revalues: 33456 | GridSize: 44
Generation 152 | Revalues: 33672 | GridSize: 45
Generation 153 | Revalues: 33914 | GridSize: 46
Generation 154 | Revalues: 34132 | GridSize: 47
Generation 155 | Revalues: 34378 | GridSize: 46
Generation 156 | Revalues: 34560 | GridSize: 46
Generation 157 | Revalues: 34784 | GridSize: 47
Generation 158 | Revalues: 34992 | GridSize: 50
Generation 159 | Revalues: 35214 | GridSize: 50
Generation 160 | Revalues: 35412 | GridSize: 51
Generation 161 | Revalues: 35614 | GridSize: 52
Generation 162 | Revalues: 35820 | GridSize: 53
Generation 163 | Revalues: 36034 | GridSize: 53
Generation 164 | Revalues: 36246 | GridSize: 52
Generation 165 | Revalues: 36490 | GridSize: 52
Generation 166 | Revalues: 36710 | GridSize: 52
Generation 167 | Revalues: 36922 | GridSize: 53
Generation 168 | Revalues: 37138 | GridSize: 53
Generation 169 | Revalues: 37350 | GridSize: 54
Generation 170 | Revalues: 37584 | GridSize: 50
Generation 171 | Revalues: 37788 | GridSize: 50
Generation 172 | Revalues: 38020 | GridSize: 50
Generation 173 | Revalues: 38236 | GridSize: 51
Generation 174 | Revalues: 38468 | GridSize: 52
Generation 175 | Revalues: 38704 | GridSize: 52
Generation 176 | Revalues: 38944 | GridSize: 54
Generation 177 | Revalues: 39152 | GridSize: 53
Generation 178 | Revalues: 39370 | GridSize: 50
Generation 179 | Revalues: 39572 | GridSize: 49
Generation 180 | Revalues: 39788 | GridSize: 47
Generation 181 | Revalues: 40002 | GridSize: 47
Generation 182 | Revalues: 40210 | GridSize: 47
Generation 183 | Revalues: 40410 | GridSize: 45
Generation 184 | Revalues: 40640 | GridSize: 45
Generation 185 | Revalues: 40854 | GridSize: 45
Generation 186 | Revalues: 41068 | GridSize: 45
Generation 187 | Revalues: 41300 | GridSize: 45
Generation 188 | Revalues: 41538 | GridSize: 47
Generation 189 | Revalues: 41740 | GridSize: 52
Generation 190 | Revalues: 41970 | GridSize: 52
Generation 191 | Revalues: 42178 | GridSize: 52
Generation 192 | Revalues: 42406 | GridSize: 54
Generation 193 | Revalues: 42628 | GridSize: 55
Generation 194 | Revalues: 42830 | GridSize: 55
Generation 195 | Revalues: 43042 | GridSize: 55
Generation 196 | Revalues: 43252 | GridSize: 55
Generation 197 | Revalues: 43492 | GridSize: 56
Generation 198 | Revalues: 43712 | GridSize: 56
Generation 199 | Revalues: 43934 | GridSize: 55
Generation 200 | Revalues: 44148 | GridSize: 55
Generation 201 | Revalues: 44390 | GridSize: 55
Generation 202 | Revalues: 44642 | GridSize: 56
Generation 203 | Revalues: 44848 | GridSize: 58
Generation 204 | Revalues: 45054 | GridSize: 58
Generation 205 | Revalues: 45284 | GridSize: 55
Generation 206 | Revalues: 45496 | GridSize: 55
Generation 207 | Revalues: 45728 | GridSize: 56
Generation 208 | Revalues: 45944 | GridSize: 56
Generation 209 | Revalues: 46172 | GridSize: 56
Generation 210 | Revalues: 46404 | GridSize: 56
Generation 211 | Revalues: 46630 | GridSize: 57
Generation 212 | Revalues: 46862 | GridSize: 58
Generation 213 | Revalues: 47080 | GridSize: 58
