Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 286 | GridSize: 11
Generation 2 | Revalues: 484 | GridSize: 10
Generation 3 | Revalues: 684 | GridSize: 12
Generation 4 | Revalues: 884 | GridSize: 14
Generation 5 | Revalues: 1078 | GridSize: 15
Generation 6 | Revalues: 1262 | GridSize: 16
Generation 7 | Revalues: 1484 | GridSize: 18
Generation 8 | Revalues: 1690 | GridSize: 22
Generation 9 | Revalues: 1890 | GridSize: 23
Generation 10 | Revalues: 2132 | GridSize: 29
Generation 11 | Revalues: 2354 | GridSize: 31
Generation 12 | Revalues: 2550 | GridSize: 33
Generation 13 | Revalues: 2748 | GridSize: 33
Generation 14 | Revalues: 2944 | GridSize: 37
Generation 15 | Revalues: 3160 | GridSize: 41
Generation 16 | Revalues: 3376 | GridSize: 32
Generation 17 | Revalues: 3556 | GridSize: 34
Generation 18 | Revalues: 3758 | GridSize: 35
Generation 19 | Revalues: 3960 | GridSize: 40
Generation 20 | Revalues: 4156 | GridSize: 44
Generation 21 | Revalues: 4356 | GridSize: 49
Generation 22 | Revalues: 4584 | GridSize: 41
Generation 23 | Revalues: 4790 | GridSize: 35
Generation 24 | Revalues: 4984 | GridSize: 38
Generation 25 | Revalues: 5182 | GridSize: 40
Generation 26 | Revalues: 5364 | GridSize: 39
Generation 27 | Revalues: 5550 | GridSize: 40
Generation 28 | Revalues: 5710 | GridSize: 39
Generation 29 | Revalues: 5918 | GridSize: 41
Generation 30 | Revalues: 6130 | GridSize: 43
Generation 31 | Revalues: 6320 | GridSize: 40
Generation 32 | Revalues: 6530 | GridSize: 36
Generation 33 | Revalues: 6740 | GridSize: 41
Generation 34 | Revalues: 6926 | GridSize: 41
Generation 35 | Revalues: 7126 | GridSize: 45
Generation 36 | Revalues: 7324 | GridSize: 44
Generation 37 | Revalues: 7538 | GridSize: 37
Generation 38 | Revalues: 7736 | GridSize: 38
Generation 39 | Revalues: 7942 | GridSize: 39
Generation 40 | Revalues: 8136 | GridSize: 40
Generation 41 | Revalues: 8328 | GridSize: 43
Generation 42 | Revalues: 8530 | GridSize: 42
Generation 43 | Revalues: 8720 | GridSize: 43
Generation 44 | Revalues: 8914 | GridSize: 42
Generation 45 | Revalues: 9106 | GridSize: 43
Generation 46 | Revalues: 9336 | GridSize: 41
Generation 47 | Revalues: 9524 | GridSize: 42
Generation 48 | Revalues: 9696 | GridSize: 41
