Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 294 | GridSize: 14
Generation 2 | Revalues: 502 | GridSize: 17
Generation 3 | Revalues: 680 | GridSize: 21
Generation 4 | Revalues: 864 | GridSize: 22
Generation 5 | Revalues: 1048 | GridSize: 23
Generation 6 | Revalues: 1254 | GridSize: 26
Generation 7 | Revalues: 1452 | GridSize: 35
Generation 8 | Revalues: 1662 | GridSize: 31
Generation 9 | Revalues: 1854 | GridSize: 34
Generation 10 | Revalues: 2066 | GridSize: 36
Generation 11 | Revalues: 2262 | GridSize: 40
Generation 12 | Revalues: 2448 | GridSize: 47
Generation 13 | Revalues: 2670 | GridSize: 42
Generation 14 | Revalues: 2888 | GridSize: 42
Generation 15 | Revalues: 3080 | GridSize: 56
Generation 16 | Revalues: 3250 | GridSize: 54
Generation 17 | Revalues: 3460 | GridSize: 51
Generation 18 | Revalues: 3672 | GridSize: 53
Generation 19 | Revalues: 3844 | GridSize: 49
Generation 20 | Revalues: 4054 | GridSize: 50
Generation 21 | Revalues: 4238 | GridSize: 55
Generation 22 | Revalues: 4414 | GridSize: 57
Generation 23 | Revalues: 4596 | GridSize: 64
Generation 24 | Revalues: 4834 | GridSize: 66
Generation 25 | Revalues: 5018 | GridSize: 55
Generation 26 | Revalues: 5214 | GridSize: 63
Generation 27 | Revalues: 5408 | GridSize: 59
Generation 28 | Revalues: 5618 | GridSize: 62
Generation 29 | Revalues: 5814 | GridSize: 71
Generation 30 | Revalues: 6000 | GridSize: 69
Generation 31 | Revalues: 6198 | GridSize: 62
Generation 32 | Revalues: 6392 | GridSize: 67
Generation 33 | Revalues: 6588 | GridSize: 78
Generation 34 | Revalues: 6806 | GridSize: 69
Generation 35 | Revalues: 7024 | GridSize: 65
Generation 36 | Revalues: 7230 | GridSize: 70
Generation 37 | Revalues: 7412 | GridSize: 71
Generation 38 | Revalues: 7602 | GridSize: 72
Generation 39 | Revalues: 7800 | GridSize: 78
Generation 40 | Revalues: 7974 | GridSize: 77
Generation 41 | Revalues: 8186 | GridSize: 85
Generation 42 | Revalues: 8396 | GridSize: 87
Generation 43 | Revalues: 8598 | GridSize: 88
Generation 44 | Revalues: 8798 | GridSize: 93
Generation 45 | Revalues: 8990 | GridSize: 93
Generation 46 | Revalues: 9194 | GridSize: 95
Generation 47 | Revalues: 9418 | GridSize: 104
Generation 48 | Revalues: 9602 | GridSize: 101
Generation 49 | Revalues: 9816 | GridSize: 86
Generation 50 | Revalues: 9992 | GridSize: 87
Generation 51 | Revalues: 10192 | GridSize: 96
Generation 52 | Revalues: 10406 | GridSize: 91
Generation 53 | Revalues: 10596 | GridSize: 91
Generation 54 | Revalues: 10798 | GridSize: 87
Generation 55 | Revalues: 10998 | GridSize: 89
Generation 56 | Revalues: 11174 | GridSize: 97
Generation 57 | Revalues: 11380 | GridSize: 89
Generation 58 | Revalues: 11584 | GridSize: 97
Generation 59 | Revalues: 11784 | GridSize: 97
Generation 60 | Revalues: 11982 | GridSize: 104
Generation 61 | Revalues: 12172 | GridSize: 101
Generation 62 | Revalues: 12374 | GridSize: 100
Generation 63 | Revalues: 12562 | GridSize: 102
Generation 64 | Revalues: 12762 | GridSize: 102
Generation 65 | Revalues: 12946 | GridSize: 104
Generation 66 | Revalues: 13152 | GridSize: 104
Generation 67 | Revalues: 13346 | GridSize: 98
Generation 68 | Revalues: 13536 | GridSize: 93
Generation 69 | Revalues: 13728 | GridSize: 91
