Generation 0 | Revalues: 100 | GridSize: 2
Generation 1 | Revalues: 326 | GridSize: 5
Generation 2 | Revalues: 548 | GridSize: 7
Generation 3 | Revalues: 768 | GridSize: 9
Generation 4 | Revalues: 988 | GridSize: 4
Generation 5 | Revalues: 1202 | GridSize: 5
Generation 6 | Revalues: 1432 | GridSize: 3
Generation 7 | Revalues: 1656 | GridSize: 6
Generation 8 | Revalues: 1892 | GridSize: 8
Generation 9 | Revalues: 2102 | GridSize: 7
Generation 10 | Revalues: 2334 | GridSize: 8
Generation 11 | Revalues: 2564 | GridSize: 7
Generation 12 | Revalues: 2800 | GridSize: 8
Generation 13 | Revalues: 3004 | GridSize: 6
Generation 14 | Revalues: 3232 | GridSize: 11
Generation 15 | Revalues: 3474 | GridSize: 10
Generation 16 | Revalues: 3670 | GridSize: 7
Generation 17 | Revalues: 3898 | GridSize: 8
Generation 18 | Revalues: 4108 | GridSize: 7
Generation 19 | Revalues: 4322 | GridSize: 7
Generation 20 | Revalues: 4554 | GridSize: 7
Generation 21 | Revalues: 4772 | GridSize: 6
Generation 22 | Revalues: 4996 | GridSize: 6
Generation 23 | Revalues: 5204 | GridSize: 6
Generation 24 | Revalues: 5434 | GridSize: 4
Generation 25 | Revalues: 5652 | GridSize: 3
Generation 26 | Revalues: 5868 | GridSize: 3
Generation 27 | Revalues: 6084 | GridSize: 4
Generation 28 | Revalues: 6318 | GridSize: 5
Generation 29 | Revalues: 6532 | GridSize: 5
Generation 30 | Revalues: 6756 | GridSize: 4
Generation 31 | Revalues: 6940 | GridSize: 6
Generation 32 | Revalues: 7186 | GridSize: 7
Generation 33 | Revalues: 7408 | GridSize: 8
Generation 34 | Revalues: 7632 | GridSize: 7
Generation 35 | Revalues: 7836 | GridSize: 7
Generation 36 | Revalues: 8058 | GridSize: 8
Generation 37 | Revalues: 8266 | GridSize: 7
Generation 38 | Revalues: 8500 | GridSize: 6
Generation 39 | Revalues: 8702 | GridSize: 7
Generation 40 | Revalues: 8912 | GridSize: 6
Generation 41 | Revalues: 9148 | GridSize: 5
Generation 42 | Revalues: 9364 | GridSize: 6
Generation 43 | Revalues: 9594 | GridSize: 10
Generation 44 | Revalues: 9830 | GridSize: 8
Generation 45 | Revalues: 10066 | GridSize: 10
Generation 46 | Revalues: 10286 | GridSize: 10
Generation 47 | Revalues: 10474 | GridSize: 10
Generation 48 | Revalues: 10668 | GridSize: 9
Generation 49 | Revalues: 10872 | GridSize: 8
Generation 50 | Revalues: 11074 | GridSize: 10
Generation 51 | Revalues: 11272 | GridSize: 11
Generation 52 | Revalues: 11504 | GridSize: 11
Generation 53 | Revalues: 11696 | GridSize: 11
Generation 54 | Revalues: 11936 | GridSize: 11
Generation 55 | Revalues: 12150 | GridSize: 11
Generation 56 | Revalues: 12364 | GridSize: 11
Generation 57 | Revalues: 12598 | GridSize: 15
Generation 58 | Revalues: 12826 | GridSize: 12
Generation 59 | Revalues: 13040 | GridSize: 13
Generation 60 | Revalues: 13268 | GridSize: 15
Generation 61 | Revalues: 13482 | GridSize: 15
Generation 62 | Revalues: 13698 | GridSize: 12
Generation 63 | Revalues: 13916 | GridSize: 13
Generation 64 | Revalues: 14132 | GridSize: 14
Generation 65 | Revalues: 14342 | GridSize: 16
Generation 66 | Revalues: 14580 | GridSize: 18
Generation 67 | Revalues: 14804 | GridSize: 20
Generation 68 | Revalues: 15022 | GridSize: 19
Generation 69 | Revalues: 15234 | GridSize: 21
Generation 70 | Revalues: 15454 | GridSize: 20
Generation 71 | Revalues: 15666 | GridSize: 20
Generation 72 | Revalues: 15874 | GridSize: 20
Generation 73 | Revalues: 16070 | GridSize: 19
Generation 74 | Revalues: 16312 | GridSize: 18
Generation 75 | Revalues: 16528 | GridSize: 18
Generation 76 | Revalues: 16766 | GridSize: 20
Generation 77 | Revalues: 16984 | GridSize: 19
Generation 78 | Revalues: 17184 | GridSize: 17
Generation 79 | Revalues: 17408 | GridSize: 20
Generation 80 | Revalues: 17632 | GridSize: 19
Generation 81 | Revalues: 17850 | GridSize: 18
Generation 82 | Revalues: 18096 | GridSize: 17
Generation 83 | Revalues: 18320 | GridSize: 16
Generation 84 | Revalues: 18522 | GridSize: 17
Generation 85 | Revalues: 18722 | GridSize: 17
Generation 86 | Revalues: 18954 | GridSize: 17
Generation 87 | Revalues: 19192 | GridSize: 16
Generation 88 | Revalues: 19418 | GridSize: 18
Generation 89 | Revalues: 19666 | GridSize: 17
Generation 90 | Revalues: 19878 | GridSize: 16
Generation 91 | Revalues: 20098 | GridSize: 17
Generation 92 | Revalues: 20312 | GridSize: 19
Generation 93 | Revalues: 20554 | GridSize: 20
Generation 94 | Revalues: 20760 | GridSize: 20
Generation 95 | Revalues: 20996 | GridSize: 19
Generation 96 | Revalues: 21212 | GridSize: 19
Generation 97 | Revalues: 21440 | GridSize: 21
Generation 98 | Revalues: 21686 | GridSize: 20
Generation 99 | Revalues: 21912 | GridSize: 21
Generation 100 | Revalues: 22128 | GridSize: 22
Generation 101 | Revalues: 22346 | GridSize: 19
Generation 102 | Revalues: 22560 | GridSize: 19
Generation 103 | Revalues: 22780 | GridSize: 17
Generation 104 | Revalues: 22988 | GridSize: 18
Generation 105 | Revalues: 23210 | GridSize: 18
Generation 106 | Revalues: 23412 | GridSize: 19
Generation 107 | Revalues: 23630 | GridSize: 19
Generation 108 | Revalues: 23878 | GridSize: 20
Generation 109 | Revalues: 24074 | GridSize: 18
Generation 110 | Revalues: 24306 | GridSize: 17
Generation 111 | Revalues: 24522 | GridSize: 19
Generation 112 | Revalues: 24742 | GridSize: 20
Generation 113 | Revalues: 24968 | GridSize: 21
Generation 114 | Revalues: 25176 | GridSize: 18
Generation 115 | Revalues: 25386 | GridSize: 17
Generation 116 | Revalues: 25602 | GridSize: 17
Generation 117 | Revalues: 25824 | GridSize: 17
Generation 118 | Revalues: 26048 | GridSize: 16
Generation 119 | Revalues: 26258 | GridSize: 19
Generation 120 | Revalues: 26466 | GridSize: 19
Generation 121 | Revalues: 26692 | GridSize: 17
Generation 122 | Revalues: 26922 | GridSize: 17
Generation 123 | Revalues: 27146 | GridSize: 18
Generation 124 | Revalues: 27368 | GridSize: 18
Generation 125 | Revalues: 27584 | GridSize: 19
Generation 126 | Revalues: 27824 | GridSize: 16
Generation 127 | Revalues: 28052 | GridSize: 19
Generation 128 | Revalues: 28248 | GridSize: 16
Generation 129 | Revalues: 28484 | GridSize: 19
Generation 130 | Revalues: 28736 | GridSize: 18
Generation 131 | Revalues: 28952 | GridSize: 18
Generation 132 | Revalues: 29158 | GridSize: 16
Generation 133 | Revalues: 29362 | GridSize: 11
Generation 134 | Revalues: 29568 | GridSize: 14
Generation 135 | Revalues: 29766 | GridSize: 15
Generation 136 | Revalues: 30018 | GridSize: 16
Generation 137 | Revalues: 30260 | GridSize: 16
Generation 138 | Revalues: 30476 | GridSize: 17
Generation 139 | Revalues: 30674 | GridSize: 17
Generation 140 | Revalues: 30908 | GridSize: 16
Generation 141 | Revalues: 31122 | GridSize: 16
Generation 142 | Revalues: 31320 | GridSize: 17
Generation 143 | Revalues: 31546 | GridSize: 18
Generation 144 | Revalues: 31766 | GridSize: 21
Generation 145 | Revalues: 31988 | GridSize: 21
Generation 146 | Revalues: 32234 | GridSize: 21
Generation 147 | Revalues: 32462 | GridSize: 21
Generation 148 | Revalues: 32678 | GridSize: 21
