Generation 0 | Revalues: 100 | GridSize: 7
Generation 1 | Revalues: 336 | GridSize: 11
Generation 2 | Revalues: 582 | GridSize: 5
Generation 3 | Revalues: 800 | GridSize: 4
Generation 4 | Revalues: 1026 | GridSize: 4
Generation 5 | Revalues: 1250 | GridSize: 6
Generation 6 | Revalues: 1456 | GridSize: 11
Generation 7 | Revalues: 1682 | GridSize: 12
Generation 8 | Revalues: 1924 | GridSize: 11
Generation 9 | Revalues: 2128 | GridSize: 10
Generation 10 | Revalues: 2356 | GridSize: 10
Generation 11 | Revalues: 2554 | GridSize: 14
Generation 12 | Revalues: 2778 | GridSize: 17
Generation 13 | Revalues: 2998 | GridSize: 20
Generation 14 | Revalues: 3216 | GridSize: 15
Generation 15 | Revalues: 3452 | GridSize: 16
Generation 16 | Revalues: 3686 | GridSize: 15
Generation 17 | Revalues: 3904 | GridSize: 19
Generation 18 | Revalues: 4138 | GridSize: 21
Generation 19 | Revalues: 4356 | GridSize: 12
Generation 20 | Revalues: 4564 | GridSize: 20
Generation 21 | Revalues: 4784 | GridSize: 13
Generation 22 | Revalues: 4986 | GridSize: 25
Generation 23 | Revalues: 5204 | GridSize: 19
Generation 24 | Revalues: 5418 | GridSize: 24
Generation 25 | Revalues: 5632 | GridSize: 21
Generation 26 | Revalues: 5880 | GridSize: 22
Generation 27 | Revalues: 6110 | GridSize: 24
Generation 28 | Revalues: 6360 | GridSize: 29
Generation 29 | Revalues: 6594 | GridSize: 30
Generation 30 | Revalues: 6824 | GridSize: 25
Generation 31 | Revalues: 7056 | GridSize: 21
Generation 32 | Revalues: 7284 | GridSize: 30
Generation 33 | Revalues: 7510 | GridSize: 24
Generation 34 | Revalues: 7718 | GridSize: 24
Generation 35 | Revalues: 7914 | GridSize: 27
Generation 36 | Revalues: 8148 | GridSize: 19
Generation 37 | Revalues: 8396 | GridSize: 28
Generation 38 | Revalues: 8624 | GridSize: 30
Generation 39 | Revalues: 8836 | GridSize: 25
Generation 40 | Revalues: 9066 | GridSize: 28
Generation 41 | Revalues: 9296 | GridSize: 25
Generation 42 | Revalues: 9508 | GridSize: 24
Generation 43 | Revalues: 9726 | GridSize: 15
Generation 44 | Revalues: 9964 | GridSize: 20
Generation 45 | Revalues: 10204 | GridSize: 21
Generation 46 | Revalues: 10410 | GridSize: 23
Generation 47 | Revalues: 10648 | GridSize: 27
Generation 48 | Revalues: 10866 | GridSize: 31
Generation 49 | Revalues: 11096 | GridSize: 25
Generation 50 | Revalues: 11308 | GridSize: 24
Generation 51 | Revalues: 11544 | GridSize: 24
Generation 52 | Revalues: 11760 | GridSize: 23
Generation 53 | Revalues: 11974 | GridSize: 29
Generation 54 | Revalues: 12198 | GridSize: 18
Generation 55 | Revalues: 12398 | GridSize: 24
Generation 56 | Revalues: 12630 | GridSize: 27
Generation 57 | Revalues: 12832 | GridSize: 16
Generation 58 | Revalues: 13050 | GridSize: 12
Generation 59 | Revalues: 13282 | GridSize: 22
Generation 60 | Revalues: 13504 | GridSize: 24
Generation 61 | Revalues: 13718 | GridSize: 23
Generation 62 | Revalues: 13932 | GridSize: 29
Generation 63 | Revalues: 14184 | GridSize: 29
Generation 64 | Revalues: 14392 | GridSize: 31
Generation 65 | Revalues: 14620 | GridSize: 27
Generation 66 | Revalues: 14810 | GridSize: 33
Generation 67 | Revalues: 15044 | GridSize: 32
Generation 68 | Revalues: 15274 | GridSize: 38
Generation 69 | Revalues: 15502 | GridSize: 40
Generation 70 | Revalues: 15710 | GridSize: 29
Generation 71 | Revalues: 15932 | GridSize: 26
Generation 72 | Revalues: 16166 | GridSize: 35
Generation 73 | Revalues: 16372 | GridSize: 42
Generation 74 | Revalues: 16592 | GridSize: 37
Generation 75 | Revalues: 16792 | GridSize: 37
Generation 76 | Revalues: 17020 | GridSize: 37
Generation 77 | Revalues: 17238 | GridSize: 34
Generation 78 | Revalues: 17462 | GridSize: 37
Generation 79 | Revalues: 17696 | GridSize: 38
Generation 80 | Revalues: 17910 | GridSize: 34
Generation 81 | Revalues: 18124 | GridSize: 25
Generation 82 | Revalues: 18362 | GridSize: 28
Generation 83 | Revalues: 18574 | GridSize: 32
Generation 84 | Revalues: 18774 | GridSize: 38
Generation 85 | Revalues: 18968 | GridSize: 37
Generation 86 | Revalues: 19210 | GridSize: 39
Generation 87 | Revalues: 19436 | GridSize: 45
Generation 88 | Revalues: 19636 | GridSize: 36
Generation 89 | Revalues: 19856 | GridSize: 37
Generation 90 | Revalues: 20064 | GridSize: 44
Generation 91 | Revalues: 20298 | GridSize: 43
Generation 92 | Revalues: 20516 | GridSize: 30
Generation 93 | Revalues: 20758 | GridSize: 34
Generation 94 | Revalues: 20982 | GridSize: 27
Generation 95 | Revalues: 21194 | GridSize: 32
Generation 96 | Revalues: 21414 | GridSize: 34
Generation 97 | Revalues: 21640 | GridSize: 27
Generation 98 | Revalues: 21864 | GridSize: 30
Generation 99 | Revalues: 22080 | GridSize: 28
Generation 100 | Revalues: 22298 | GridSize: 27
Generation 101 | Revalues: 22510 | GridSize: 26
Generation 102 | Revalues: 22728 | GridSize: 34
Generation 103 | Revalues: 22924 | GridSize: 36
Generation 104 | Revalues: 23156 | GridSize: 43
Generation 105 | Revalues: 23396 | GridSize: 35
Generation 106 | Revalues: 23628 | GridSize: 31
Generation 107 | Revalues: 23834 | GridSize: 32
Generation 108 | Revalues: 24054 | GridSize: 38
Generation 109 | Revalues: 24272 | GridSize: 29
Generation 110 | Revalues: 24522 | GridSize: 37
Generation 111 | Revalues: 24764 | GridSize: 41
Generation 112 | Revalues: 24994 | GridSize: 46
Generation 113 | Revalues: 25208 | GridSize: 45
Generation 114 | Revalues: 25428 | GridSize: 47
Generation 115 | Revalues: 25660 | GridSize: 40
Generation 116 | Revalues: 25888 | GridSize: 43
Generation 117 | Revalues: 26088 | GridSize: 49
Generation 118 | Revalues: 26330 | GridSize: 41
Generation 119 | Revalues: 26566 | GridSize: 37
Generation 120 | Revalues: 26782 | GridSize: 42
Generation 121 | Revalues: 26984 | GridSize: 38
Generation 122 | Revalues: 27206 | GridSize: 43
Generation 123 | Revalues: 27412 | GridSize: 46
Generation 124 | Revalues: 27604 | GridSize: 43
Generation 125 | Revalues: 27808 | GridSize: 45
Generation 126 | Revalues: 28036 | GridSize: 42
Generation 127 | Revalues: 28272 | GridSize: 52
Generation 128 | Revalues: 28460 | GridSize: 45
Generation 129 | Revalues: 28682 | GridSize: 36
Generation 130 | Revalues: 28906 | GridSize: 38
Generation 131 | Revalues: 29144 | GridSize: 32
Generation 132 | Revalues: 29358 | GridSize: 25
Generation 133 | Revalues: 29556 | GridSize: 31
Generation 134 | Revalues: 29794 | GridSize: 29
Generation 135 | Revalues: 29972 | GridSize: 23
Generation 136 | Revalues: 30192 | GridSize: 32
Generation 137 | Revalues: 30388 | GridSize: 36
Generation 138 | Revalues: 30620 | GridSize: 26
Generation 139 | Revalues: 30854 | GridSize: 35
Generation 140 | Revalues: 31066 | GridSize: 26
Generation 141 | Revalues: 31282 | GridSize: 19
Generation 142 | Revalues: 31498 | GridSize: 25
Generation 143 | Revalues: 31722 | GridSize: 29
Generation 144 | Revalues: 31946 | GridSize: 35
Generation 145 | Revalues: 32164 | GridSize: 31
Generation 146 | Revalues: 32420 | GridSize: 32
Generation 147 | Revalues: 32652 | GridSize: 30
Generation 148 | Revalues: 32862 | GridSize: 36
Generation 149 | Revalues: 33082 | GridSize: 31
