Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 298 | GridSize: 10
Generation 2 | Revalues: 506 | GridSize: 16
Generation 3 | Revalues: 726 | GridSize: 14
Generation 4 | Revalues: 944 | GridSize: 8
Generation 5 | Revalues: 1130 | GridSize: 12
Generation 6 | Revalues: 1336 | GridSize: 18
Generation 7 | Revalues: 1502 | GridSize: 11
Generation 8 | Revalues: 1714 | GridSize: 15
Generation 9 | Revalues: 1938 | GridSize: 18
Generation 10 | Revalues: 2126 | GridSize: 18
Generation 11 | Revalues: 2322 | GridSize: 21
Generation 12 | Revalues: 2520 | GridSize: 15
Generation 13 | Revalues: 2700 | GridSize: 18
Generation 14 | Revalues: 2882 | GridSize: 17
Generation 15 | Revalues: 3086 | GridSize: 17
Generation 16 | Revalues: 3256 | GridSize: 16
Generation 17 | Revalues: 3456 | GridSize: 19
Generation 18 | Revalues: 3652 | GridSize: 18
Generation 19 | Revalues: 3846 | GridSize: 18
Generation 20 | Revalues: 4050 | GridSize: 19
Generation 21 | Revalues: 4242 | GridSize: 21
Generation 22 | Revalues: 4434 | GridSize: 23
Generation 23 | Revalues: 4630 | GridSize: 27
Generation 24 | Revalues: 4846 | GridSize: 28
Generation 25 | Revalues: 5038 | GridSize: 32
Generation 26 | Revalues: 5218 | GridSize: 32
Generation 27 | Revalues: 5394 | GridSize: 37
Generation 28 | Revalues: 5612 | GridSize: 37
Generation 29 | Revalues: 5804 | GridSize: 34
Generation 30 | Revalues: 5990 | GridSize: 34
Generation 31 | Revalues: 6178 | GridSize: 37
Generation 32 | Revalues: 6358 | GridSize: 38
Generation 33 | Revalues: 6542 | GridSize: 39
Generation 34 | Revalues: 6718 | GridSize: 39
Generation 35 | Revalues: 6904 | GridSize: 41
Generation 36 | Revalues: 7110 | GridSize: 41
Generation 37 | Revalues: 7322 | GridSize: 42
Generation 38 | Revalues: 7496 | GridSize: 43
Generation 39 | Revalues: 7694 | GridSize: 43
Generation 40 | Revalues: 7890 | GridSize: 43
Generation 41 | Revalues: 8088 | GridSize: 45
Generation 42 | Revalues: 8286 | GridSize: 46
Generation 43 | Revalues: 8490 | GridSize: 47
Generation 44 | Revalues: 8690 | GridSize: 47
Generation 45 | Revalues: 8880 | GridSize: 47
Generation 46 | Revalues: 9090 | GridSize: 52
Generation 47 | Revalues: 9304 | GridSize: 51
Generation 48 | Revalues: 9514 | GridSize: 52
Generation 49 | Revalues: 9754 | GridSize: 53
Generation 50 | Revalues: 9962 | GridSize: 51
Generation 51 | Revalues: 10152 | GridSize: 53
Generation 52 | Revalues: 10352 | GridSize: 55
Generation 53 | Revalues: 10552 | GridSize: 54
Generation 54 | Revalues: 10758 | GridSize: 53
Generation 55 | Revalues: 10960 | GridSize: 49
Generation 56 | Revalues: 11156 | GridSize: 50
