Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 338 | GridSize: 6
Generation 2 | Revalues: 558 | GridSize: 9
Generation 3 | Revalues: 774 | GridSize: 1
Generation 4 | Revalues: 1006 | GridSize: 2
Generation 5 | Revalues: 1234 | GridSize: 2
Generation 6 | Revalues: 1420 | GridSize: 6
Generation 7 | Revalues: 1648 | GridSize: 5
Generation 8 | Revalues: 1872 | GridSize: 7
Generation 9 | Revalues: 2094 | GridSize: 11
Generation 10 | Revalues: 2290 | GridSize: 9
Generation 11 | Revalues: 2504 | GridSize: 11
Generation 12 | Revalues: 2746 | GridSize: 7
Generation 13 | Revalues: 2986 | GridSize: 11
Generation 14 | Revalues: 3206 | GridSize: 6
Generation 15 | Revalues: 3420 | GridSize: 12
Generation 16 | Revalues: 3612 | GridSize: 11
Generation 17 | Revalues: 3832 | GridSize: 14
Generation 18 | Revalues: 4058 | GridSize: 16
Generation 19 | Revalues: 4268 | GridSize: 16
Generation 20 | Revalues: 4522 | GridSize: 17
Generation 21 | Revalues: 4746 | GridSize: 14
Generation 22 | Revalues: 4958 | GridSize: 16
Generation 23 | Revalues: 5170 | GridSize: 23
Generation 24 | Revalues: 5400 | GridSize: 18
Generation 25 | Revalues: 5628 | GridSize: 18
Generation 26 | Revalues: 5860 | GridSize: 15
Generation 27 | Revalues: 6086 | GridSize: 22
Generation 28 | Revalues: 6302 | GridSize: 19
Generation 29 | Revalues: 6480 | GridSize: 19
Generation 30 | Revalues: 6680 | GridSize: 23
Generation 31 | Revalues: 6898 | GridSize: 20
Generation 32 | Revalues: 7122 | GridSize: 27
Generation 33 | Revalues: 7354 | GridSize: 27
Generation 34 | Revalues: 7572 | GridSize: 24
Generation 35 | Revalues: 7802 | GridSize: 16
Generation 36 | Revalues: 8022 | GridSize: 19
Generation 37 | Revalues: 8240 | GridSize: 16
Generation 38 | Revalues: 8454 | GridSize: 17
Generation 39 | Revalues: 8674 | GridSize: 13
Generation 40 | Revalues: 8882 | GridSize: 11
Generation 41 | Revalues: 9112 | GridSize: 11
Generation 42 | Revalues: 9332 | GridSize: 16
Generation 43 | Revalues: 9548 | GridSize: 18
Generation 44 | Revalues: 9776 | GridSize: 20
Generation 45 | Revalues: 9986 | GridSize: 17
Generation 46 | Revalues: 10170 | GridSize: 20
Generation 47 | Revalues: 10400 | GridSize: 26
Generation 48 | Revalues: 10620 | GridSize: 26
Generation 49 | Revalues: 10820 | GridSize: 26
Generation 50 | Revalues: 11026 | GridSize: 27
Generation 51 | Revalues: 11236 | GridSize: 25
Generation 52 | Revalues: 11444 | GridSize: 20
Generation 53 | Revalues: 11662 | GridSize: 21
Generation 54 | Revalues: 11888 | GridSize: 26
Generation 55 | Revalues: 12126 | GridSize: 29
Generation 56 | Revalues: 12338 | GridSize: 31
Generation 57 | Revalues: 12572 | GridSize: 25
Generation 58 | Revalues: 12776 | GridSize: 27
Generation 59 | Revalues: 13002 | GridSize: 27
Generation 60 | Revalues: 13212 | GridSize: 29
Generation 61 | Revalues: 13406 | GridSize: 31
Generation 62 | Revalues: 13638 | GridSize: 28
Generation 63 | Revalues: 13848 | GridSize: 30
Generation 64 | Revalues: 14062 | GridSize: 32
Generation 65 | Revalues: 14296 | GridSize: 33
Generation 66 | Revalues: 14486 | GridSize: 32
Generation 67 | Revalues: 14684 | GridSize: 30
Generation 68 | Revalues: 14880 | GridSize: 29
Generation 69 | Revalues: 15092 | GridSize: 37
Generation 70 | Revalues: 15300 | GridSize: 35
Generation 71 | Revalues: 15532 | GridSize: 30
Generation 72 | Revalues: 15760 | GridSize: 29
Generation 73 | Revalues: 15978 | GridSize: 29
Generation 74 | Revalues: 16198 | GridSize: 30
Generation 75 | Revalues: 16398 | GridSize: 33
Generation 76 | Revalues: 16606 | GridSize: 35
Generation 77 | Revalues: 16814 | GridSize: 34
Generation 78 | Revalues: 17056 | GridSize: 32
Generation 79 | Revalues: 17278 | GridSize: 34
Generation 80 | Revalues: 17512 | GridSize: 36
Generation 81 | Revalues: 17736 | GridSize: 36
Generation 82 | Revalues: 17938 | GridSize: 28
Generation 83 | Revalues: 18158 | GridSize: 25
Generation 84 | Revalues: 18350 | GridSize: 27
Generation 85 | Revalues: 18574 | GridSize: 26
Generation 86 | Revalues: 18820 | GridSize: 29
Generation 87 | Revalues: 19026 | GridSize: 31
Generation 88 | Revalues: 19270 | GridSize: 33
Generation 89 | Revalues: 19490 | GridSize: 31
Generation 90 | Revalues: 19712 | GridSize: 32
Generation 91 | Revalues: 19934 | GridSize: 27
Generation 92 | Revalues: 20124 | GridSize: 29
Generation 93 | Revalues: 20352 | GridSize: 31
Generation 94 | Revalues: 20548 | GridSize: 30
Generation 95 | Revalues: 20750 | GridSize: 31
Generation 96 | Revalues: 20988 | GridSize: 33
Generation 97 | Revalues: 21214 | GridSize: 35
Generation 98 | Revalues: 21434 | GridSize: 34
Generation 99 | Revalues: 21612 | GridSize: 36
Generation 100 | Revalues: 21834 | GridSize: 38
Generation 101 | Revalues: 22034 | GridSize: 40
Generation 102 | Revalues: 22236 | GridSize: 42
Generation 103 | Revalues: 22444 | GridSize: 43
Generation 104 | Revalues: 22674 | GridSize: 37
Generation 105 | Revalues: 22902 | GridSize: 37
Generation 106 | Revalues: 23120 | GridSize: 38
Generation 107 | Revalues: 23346 | GridSize: 30
Generation 108 | Revalues: 23556 | GridSize: 30
Generation 109 | Revalues: 23766 | GridSize: 33
Generation 110 | Revalues: 23972 | GridSize: 33
Generation 111 | Revalues: 24234 | GridSize: 30
Generation 112 | Revalues: 24458 | GridSize: 34
Generation 113 | Revalues: 24684 | GridSize: 39
Generation 114 | Revalues: 24898 | GridSize: 41
Generation 115 | Revalues: 25098 | GridSize: 39
Generation 116 | Revalues: 25324 | GridSize: 34
Generation 117 | Revalues: 25554 | GridSize: 34
Generation 118 | Revalues: 25754 | GridSize: 33
Generation 119 | Revalues: 25960 | GridSize: 34
Generation 120 | Revalues: 26176 | GridSize: 37
Generation 121 | Revalues: 26416 | GridSize: 39
Generation 122 | Revalues: 26634 | GridSize: 38
Generation 123 | Revalues: 26842 | GridSize: 35
Generation 124 | Revalues: 27054 | GridSize: 33
Generation 125 | Revalues: 27284 | GridSize: 42
Generation 126 | Revalues: 27486 | GridSize: 37
Generation 127 | Revalues: 27716 | GridSize: 40
Generation 128 | Revalues: 27946 | GridSize: 38
Generation 129 | Revalues: 28150 | GridSize: 37
Generation 130 | Revalues: 28342 | GridSize: 39
Generation 131 | Revalues: 28546 | GridSize: 42
Generation 132 | Revalues: 28766 | GridSize: 37
Generation 133 | Revalues: 28992 | GridSize: 39
Generation 134 | Revalues: 29208 | GridSize: 39
Generation 135 | Revalues: 29420 | GridSize: 38
Generation 136 | Revalues: 29642 | GridSize: 38
Generation 137 | Revalues: 29872 | GridSize: 38
Generation 138 | Revalues: 30064 | GridSize: 39
Generation 139 | Revalues: 30276 | GridSize: 39
Generation 140 | Revalues: 30502 | GridSize: 41
Generation 141 | Revalues: 30714 | GridSize: 43
Generation 142 | Revalues: 30936 | GridSize: 40
Generation 143 | Revalues: 31166 | GridSize: 35
Generation 144 | Revalues: 31390 | GridSize: 38
Generation 145 | Revalues: 31618 | GridSize: 40
Generation 146 | Revalues: 31822 | GridSize: 36
Generation 147 | Revalues: 32050 | GridSize: 42
Generation 148 | Revalues: 32284 | GridSize: 44
Generation 149 | Revalues: 32502 | GridSize: 47
Generation 150 | Revalues: 32722 | GridSize: 46
Generation 151 | Revalues: 32922 | GridSize: 47
Generation 152 | Revalues: 33140 | GridSize: 44
Generation 153 | Revalues: 33362 | GridSize: 41
Generation 154 | Revalues: 33584 | GridSize: 41
Generation 155 | Revalues: 33800 | GridSize: 47
Generation 156 | Revalues: 34012 | GridSize: 50
Generation 157 | Revalues: 34240 | GridSize: 52
Generation 158 | Revalues: 34472 | GridSize: 53
Generation 159 | Revalues: 34704 | GridSize: 50
Generation 160 | Revalues: 34924 | GridSize: 51
Generation 161 | Revalues: 35144 | GridSize: 52
Generation 162 | Revalues: 35370 | GridSize: 54
Generation 163 | Revalues: 35556 | GridSize: 55
Generation 164 | Revalues: 35782 | GridSize: 58
Generation 165 | Revalues: 36008 | GridSize: 58
Generation 166 | Revalues: 36232 | GridSize: 57
Generation 167 | Revalues: 36450 | GridSize: 55
Generation 168 | Revalues: 36688 | GridSize: 57
Generation 169 | Revalues: 36916 | GridSize: 57
Generation 170 | Revalues: 37148 | GridSize: 59
Generation 171 | Revalues: 37372 | GridSize: 58
Generation 172 | Revalues: 37590 | GridSize: 59
Generation 173 | Revalues: 37812 | GridSize: 60
Generation 174 | Revalues: 38030 | GridSize: 65
Generation 175 | Revalues: 38262 | GridSize: 65
Generation 176 | Revalues: 38468 | GridSize: 66
Generation 177 | Revalues: 38694 | GridSize: 68
Generation 178 | Revalues: 38908 | GridSize: 69
Generation 179 | Revalues: 39126 | GridSize: 68
Generation 180 | Revalues: 39342 | GridSize: 66
Generation 181 | Revalues: 39554 | GridSize: 68
Generation 182 | Revalues: 39774 | GridSize: 67
Generation 183 | Revalues: 39968 | GridSize: 70
Generation 184 | Revalues: 40180 | GridSize: 69
Generation 185 | Revalues: 40416 | GridSize: 69
Generation 186 | Revalues: 40652 | GridSize: 72
Generation 187 | Revalues: 40862 | GridSize: 70
Generation 188 | Revalues: 41096 | GridSize: 66
Generation 189 | Revalues: 41324 | GridSize: 68
Generation 190 | Revalues: 41526 | GridSize: 70
Generation 191 | Revalues: 41762 | GridSize: 66
Generation 192 | Revalues: 41994 | GridSize: 64
Generation 193 | Revalues: 42230 | GridSize: 61
Generation 194 | Revalues: 42468 | GridSize: 63
Generation 195 | Revalues: 42706 | GridSize: 59
Generation 196 | Revalues: 42914 | GridSize: 60
Generation 197 | Revalues: 43132 | GridSize: 46
Generation 198 | Revalues: 43338 | GridSize: 43
Generation 199 | Revalues: 43568 | GridSize: 42
Generation 200 | Revalues: 43762 | GridSize: 44
Generation 201 | Revalues: 43996 | GridSize: 45
Generation 202 | Revalues: 44194 | GridSize: 40
Generation 203 | Revalues: 44418 | GridSize: 42
Generation 204 | Revalues: 44650 | GridSize: 47
Generation 205 | Revalues: 44872 | GridSize: 48
Generation 206 | Revalues: 45094 | GridSize: 53
Generation 207 | Revalues: 45318 | GridSize: 55
Generation 208 | Revalues: 45538 | GridSize: 54
Generation 209 | Revalues: 45762 | GridSize: 51
Generation 210 | Revalues: 45996 | GridSize: 51
Generation 211 | Revalues: 46226 | GridSize: 55
Generation 212 | Revalues: 46446 | GridSize: 58
Generation 213 | Revalues: 46700 | GridSize: 58
Generation 214 | Revalues: 46888 | GridSize: 58
Generation 215 | Revalues: 47092 | GridSize: 56
Generation 216 | Revalues: 47302 | GridSize: 55
Generation 217 | Revalues: 47526 | GridSize: 54
Generation 218 | Revalues: 47742 | GridSize: 51
Generation 219 | Revalues: 47994 | GridSize: 52
Generation 220 | Revalues: 48232 | GridSize: 53
Generation 221 | Revalues: 48476 | GridSize: 57
Generation 222 | Revalues: 48678 | GridSize: 61
Generation 223 | Revalues: 48898 | GridSize: 63
Generation 224 | Revalues: 49086 | GridSize: 61
Generation 225 | Revalues: 49318 | GridSize: 62
Generation 226 | Revalues: 49530 | GridSize: 62
Generation 227 | Revalues: 49770 | GridSize: 62
Generation 228 | Revalues: 49964 | GridSize: 67
Generation 229 | Revalues: 50192 | GridSize: 68
Generation 230 | Revalues: 50432 | GridSize: 64
Generation 231 | Revalues: 50660 | GridSize: 65
Generation 232 | Revalues: 50864 | GridSize: 66
Generation 233 | Revalues: 51090 | GridSize: 69
Generation 234 | Revalues: 51298 | GridSize: 73
Generation 235 | Revalues: 51532 | GridSize: 77
Generation 236 | Revalues: 51742 | GridSize: 79
Generation 237 | Revalues: 51958 | GridSize: 75
Generation 238 | Revalues: 52174 | GridSize: 68
Generation 239 | Revalues: 52384 | GridSize: 71
Generation 240 | Revalues: 52598 | GridSize: 68
Generation 241 | Revalues: 52824 | GridSize: 69
Generation 242 | Revalues: 53034 | GridSize: 70
Generation 243 | Revalues: 53230 | GridSize: 70
Generation 244 | Revalues: 53446 | GridSize: 70
Generation 245 | Revalues: 53664 | GridSize: 73
Generation 246 | Revalues: 53870 | GridSize: 72
Generation 247 | Revalues: 54076 | GridSize: 73
Generation 248 | Revalues: 54294 | GridSize: 67
Generation 249 | Revalues: 54538 | GridSize: 72
Generation 250 | Revalues: 54762 | GridSize: 66
Generation 251 | Revalues: 54976 | GridSize: 67
Generation 252 | Revalues: 55194 | GridSize: 71
Generation 253 | Revalues: 55444 | GridSize: 73
Generation 254 | Revalues: 55682 | GridSize: 74
Generation 255 | Revalues: 55912 | GridSize: 74
Generation 256 | Revalues: 56098 | GridSize: 75
Generation 257 | Revalues: 56312 | GridSize: 73
Generation 258 | Revalues: 56526 | GridSize: 77
Generation 259 | Revalues: 56722 | GridSize: 73
Generation 260 | Revalues: 56932 | GridSize: 76
Generation 261 | Revalues: 57148 | GridSize: 74
Generation 262 | Revalues: 57368 | GridSize: 75
Generation 263 | Revalues: 57582 | GridSize: 72
Generation 264 | Revalues: 57798 | GridSize: 74
Generation 265 | Revalues: 57994 | GridSize: 73
Generation 266 | Revalues: 58186 | GridSize: 78
Generation 267 | Revalues: 58412 | GridSize: 77
Generation 268 | Revalues: 58652 | GridSize: 73
Generation 269 | Revalues: 58872 | GridSize: 73
Generation 270 | Revalues: 59088 | GridSize: 74
Generation 271 | Revalues: 59312 | GridSize: 77
Generation 272 | Revalues: 59516 | GridSize: 80
Generation 273 | Revalues: 59724 | GridSize: 81
Generation 274 | Revalues: 59954 | GridSize: 80
Generation 275 | Revalues: 60180 | GridSize: 82
Generation 276 | Revalues: 60392 | GridSize: 83
Generation 277 | Revalues: 60616 | GridSize: 84
Generation 278 | Revalues: 60850 | GridSize: 79
Generation 279 | Revalues: 61080 | GridSize: 80
Generation 280 | Revalues: 61288 | GridSize: 83
Generation 281 | Revalues: 61524 | GridSize: 81
Generation 282 | Revalues: 61750 | GridSize: 81
Generation 283 | Revalues: 61978 | GridSize: 83
Generation 284 | Revalues: 62200 | GridSize: 80
Generation 285 | Revalues: 62422 | GridSize: 83
Generation 286 | Revalues: 62644 | GridSize: 86
Generation 287 | Revalues: 62856 | GridSize: 88
Generation 288 | Revalues: 63076 | GridSize: 84
Generation 289 | Revalues: 63304 | GridSize: 83
Generation 290 | Revalues: 63516 | GridSize: 86
