Generation 0 | Revalues: 100 | GridSize: 7
Generation 1 | Revalues: 282 | GridSize: 12
Generation 2 | Revalues: 474 | GridSize: 18
Generation 3 | Revalues: 662 | GridSize: 20
Generation 4 | Revalues: 856 | GridSize: 29
Generation 5 | Revalues: 1070 | GridSize: 28
Generation 6 | Revalues: 1248 | GridSize: 33
Generation 7 | Revalues: 1458 | GridSize: 34
Generation 8 | Revalues: 1656 | GridSize: 40
Generation 9 | Revalues: 1858 | GridSize: 40
Generation 10 | Revalues: 2056 | GridSize: 44
Generation 11 | Revalues: 2264 | GridSize: 50
Generation 12 | Revalues: 2448 | GridSize: 45
Generation 13 | Revalues: 2680 | GridSize: 45
Generation 14 | Revalues: 2880 | GridSize: 47
Generation 15 | Revalues: 3092 | GridSize: 46
Generation 16 | Revalues: 3306 | GridSize: 50
Generation 17 | Revalues: 3512 | GridSize: 50
Generation 18 | Revalues: 3690 | GridSize: 49
Generation 19 | Revalues: 3890 | GridSize: 60
Generation 20 | Revalues: 4088 | GridSize: 55
Generation 21 | Revalues: 4280 | GridSize: 58
Generation 22 | Revalues: 4492 | GridSize: 58
Generation 23 | Revalues: 4708 | GridSize: 62
Generation 24 | Revalues: 4900 | GridSize: 64
Generation 25 | Revalues: 5086 | GridSize: 59
Generation 26 | Revalues: 5294 | GridSize: 71
Generation 27 | Revalues: 5478 | GridSize: 70
Generation 28 | Revalues: 5708 | GridSize: 65
Generation 29 | Revalues: 5932 | GridSize: 70
Generation 30 | Revalues: 6130 | GridSize: 73
Generation 31 | Revalues: 6362 | GridSize: 77
Generation 32 | Revalues: 6592 | GridSize: 71
Generation 33 | Revalues: 6808 | GridSize: 75
Generation 34 | Revalues: 7022 | GridSize: 74
Generation 35 | Revalues: 7206 | GridSize: 74
Generation 36 | Revalues: 7386 | GridSize: 77
Generation 37 | Revalues: 7584 | GridSize: 82
Generation 38 | Revalues: 7784 | GridSize: 82
Generation 39 | Revalues: 7996 | GridSize: 83
Generation 40 | Revalues: 8160 | GridSize: 83
Generation 41 | Revalues: 8360 | GridSize: 85
Generation 42 | Revalues: 8580 | GridSize: 92
Generation 43 | Revalues: 8804 | GridSize: 87
Generation 44 | Revalues: 8980 | GridSize: 85
Generation 45 | Revalues: 9204 | GridSize: 85
Generation 46 | Revalues: 9426 | GridSize: 89
Generation 47 | Revalues: 9636 | GridSize: 90
Generation 48 | Revalues: 9824 | GridSize: 95
Generation 49 | Revalues: 10004 | GridSize: 94
Generation 50 | Revalues: 10176 | GridSize: 94
Generation 51 | Revalues: 10348 | GridSize: 94
Generation 52 | Revalues: 10536 | GridSize: 100
Generation 53 | Revalues: 10724 | GridSize: 91
Generation 54 | Revalues: 10912 | GridSize: 92
Generation 55 | Revalues: 11120 | GridSize: 94
Generation 56 | Revalues: 11326 | GridSize: 98
Generation 57 | Revalues: 11538 | GridSize: 99
Generation 58 | Revalues: 11740 | GridSize: 102
Generation 59 | Revalues: 11914 | GridSize: 98
Generation 60 | Revalues: 12110 | GridSize: 87
Generation 61 | Revalues: 12312 | GridSize: 87
Generation 62 | Revalues: 12488 | GridSize: 84
Generation 63 | Revalues: 12686 | GridSize: 91
Generation 64 | Revalues: 12860 | GridSize: 91
Generation 65 | Revalues: 13062 | GridSize: 92
Generation 66 | Revalues: 13250 | GridSize: 96
Generation 67 | Revalues: 13472 | GridSize: 100
Generation 68 | Revalues: 13672 | GridSize: 99
Generation 69 | Revalues: 13878 | GridSize: 99
Generation 70 | Revalues: 14074 | GridSize: 103
Generation 71 | Revalues: 14256 | GridSize: 103
Generation 72 | Revalues: 14488 | GridSize: 104
Generation 73 | Revalues: 14666 | GridSize: 103
Generation 74 | Revalues: 14848 | GridSize: 99
Generation 75 | Revalues: 15046 | GridSize: 102
