Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 322 | GridSize: 5
Generation 2 | Revalues: 520 | GridSize: 7
Generation 3 | Revalues: 726 | GridSize: 8
Generation 4 | Revalues: 916 | GridSize: 9
Generation 5 | Revalues: 1110 | GridSize: 9
Generation 6 | Revalues: 1314 | GridSize: 9
Generation 7 | Revalues: 1522 | GridSize: 12
Generation 8 | Revalues: 1710 | GridSize: 9
Generation 9 | Revalues: 1888 | GridSize: 13
Generation 10 | Revalues: 2100 | GridSize: 13
Generation 11 | Revalues: 2308 | GridSize: 14
Generation 12 | Revalues: 2494 | GridSize: 14
Generation 13 | Revalues: 2708 | GridSize: 16
Generation 14 | Revalues: 2918 | GridSize: 19
Generation 15 | Revalues: 3130 | GridSize: 16
Generation 16 | Revalues: 3350 | GridSize: 17
Generation 17 | Revalues: 3546 | GridSize: 20
Generation 18 | Revalues: 3748 | GridSize: 25
Generation 19 | Revalues: 3970 | GridSize: 19
Generation 20 | Revalues: 4174 | GridSize: 20
Generation 21 | Revalues: 4384 | GridSize: 24
Generation 22 | Revalues: 4590 | GridSize: 21
Generation 23 | Revalues: 4810 | GridSize: 26
Generation 24 | Revalues: 5040 | GridSize: 29
Generation 25 | Revalues: 5246 | GridSize: 34
Generation 26 | Revalues: 5464 | GridSize: 35
Generation 27 | Revalues: 5664 | GridSize: 39
Generation 28 | Revalues: 5846 | GridSize: 38
Generation 29 | Revalues: 6038 | GridSize: 38
Generation 30 | Revalues: 6210 | GridSize: 33
Generation 31 | Revalues: 6390 | GridSize: 36
Generation 32 | Revalues: 6590 | GridSize: 33
Generation 33 | Revalues: 6806 | GridSize: 34
Generation 34 | Revalues: 6988 | GridSize: 33
Generation 35 | Revalues: 7160 | GridSize: 31
Generation 36 | Revalues: 7366 | GridSize: 34
Generation 37 | Revalues: 7558 | GridSize: 35
Generation 38 | Revalues: 7764 | GridSize: 35
Generation 39 | Revalues: 7962 | GridSize: 35
Generation 40 | Revalues: 8160 | GridSize: 35
Generation 41 | Revalues: 8364 | GridSize: 36
Generation 42 | Revalues: 8570 | GridSize: 36
Generation 43 | Revalues: 8770 | GridSize: 34
Generation 44 | Revalues: 8968 | GridSize: 37
Generation 45 | Revalues: 9146 | GridSize: 31
Generation 46 | Revalues: 9332 | GridSize: 31
Generation 47 | Revalues: 9516 | GridSize: 30
Generation 48 | Revalues: 9736 | GridSize: 34
Generation 49 | Revalues: 9926 | GridSize: 38
Generation 50 | Revalues: 10134 | GridSize: 37
Generation 51 | Revalues: 10334 | GridSize: 37
Generation 52 | Revalues: 10524 | GridSize: 38
Generation 53 | Revalues: 10734 | GridSize: 39
Generation 54 | Revalues: 10934 | GridSize: 39
Generation 55 | Revalues: 11126 | GridSize: 38
Generation 56 | Revalues: 11326 | GridSize: 39
Generation 57 | Revalues: 11522 | GridSize: 39
Generation 58 | Revalues: 11712 | GridSize: 37
Generation 59 | Revalues: 11902 | GridSize: 39
Generation 60 | Revalues: 12108 | GridSize: 39
Generation 61 | Revalues: 12306 | GridSize: 39
Generation 62 | Revalues: 12514 | GridSize: 41
Generation 63 | Revalues: 12728 | GridSize: 39
Generation 64 | Revalues: 12934 | GridSize: 40
Generation 65 | Revalues: 13136 | GridSize: 40
Generation 66 | Revalues: 13344 | GridSize: 42
Generation 67 | Revalues: 13554 | GridSize: 44
Generation 68 | Revalues: 13746 | GridSize: 47
Generation 69 | Revalues: 13940 | GridSize: 43
Generation 70 | Revalues: 14132 | GridSize: 43
Generation 71 | Revalues: 14330 | GridSize: 42
Generation 72 | Revalues: 14546 | GridSize: 45
Generation 73 | Revalues: 14724 | GridSize: 44
Generation 74 | Revalues: 14912 | GridSize: 43
Generation 75 | Revalues: 15116 | GridSize: 47
Generation 76 | Revalues: 15322 | GridSize: 47
Generation 77 | Revalues: 15516 | GridSize: 47
Generation 78 | Revalues: 15728 | GridSize: 45
Generation 79 | Revalues: 15930 | GridSize: 46
Generation 80 | Revalues: 16130 | GridSize: 46
Generation 81 | Revalues: 16328 | GridSize: 48
Generation 82 | Revalues: 16524 | GridSize: 47
Generation 83 | Revalues: 16708 | GridSize: 45
Generation 84 | Revalues: 16908 | GridSize: 41
Generation 85 | Revalues: 17096 | GridSize: 42
Generation 86 | Revalues: 17304 | GridSize: 40
Generation 87 | Revalues: 17520 | GridSize: 42
Generation 88 | Revalues: 17720 | GridSize: 42
Generation 89 | Revalues: 17906 | GridSize: 43
Generation 90 | Revalues: 18092 | GridSize: 44
Generation 91 | Revalues: 18262 | GridSize: 45
Generation 92 | Revalues: 18442 | GridSize: 43
Generation 93 | Revalues: 18652 | GridSize: 39
Generation 94 | Revalues: 18852 | GridSize: 40
Generation 95 | Revalues: 19068 | GridSize: 43
Generation 96 | Revalues: 19280 | GridSize: 44
Generation 97 | Revalues: 19480 | GridSize: 45
Generation 98 | Revalues: 19688 | GridSize: 50
Generation 99 | Revalues: 19900 | GridSize: 45
Generation 100 | Revalues: 20094 | GridSize: 47
Generation 101 | Revalues: 20286 | GridSize: 44
Generation 102 | Revalues: 20510 | GridSize: 47
Generation 103 | Revalues: 20704 | GridSize: 48
Generation 104 | Revalues: 20900 | GridSize: 50
Generation 105 | Revalues: 21094 | GridSize: 45
Generation 106 | Revalues: 21286 | GridSize: 46
Generation 107 | Revalues: 21504 | GridSize: 48
Generation 108 | Revalues: 21670 | GridSize: 45
Generation 109 | Revalues: 21892 | GridSize: 46
Generation 110 | Revalues: 22096 | GridSize: 48
Generation 111 | Revalues: 22310 | GridSize: 52
Generation 112 | Revalues: 22506 | GridSize: 52
Generation 113 | Revalues: 22720 | GridSize: 54
Generation 114 | Revalues: 22910 | GridSize: 54
