Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 314 | GridSize: 5
Generation 2 | Revalues: 550 | GridSize: 9
Generation 3 | Revalues: 770 | GridSize: 7
Generation 4 | Revalues: 990 | GridSize: 6
Generation 5 | Revalues: 1210 | GridSize: 7
Generation 6 | Revalues: 1434 | GridSize: 6
Generation 7 | Revalues: 1658 | GridSize: 8
Generation 8 | Revalues: 1872 | GridSize: 7
Generation 9 | Revalues: 2110 | GridSize: 10
Generation 10 | Revalues: 2324 | GridSize: 13
Generation 11 | Revalues: 2530 | GridSize: 11
Generation 12 | Revalues: 2734 | GridSize: 14
Generation 13 | Revalues: 2948 | GridSize: 13
Generation 14 | Revalues: 3144 | GridSize: 12
Generation 15 | Revalues: 3374 | GridSize: 11
Generation 16 | Revalues: 3596 | GridSize: 12
Generation 17 | Revalues: 3796 | GridSize: 10
Generation 18 | Revalues: 4008 | GridSize: 9
Generation 19 | Revalues: 4198 | GridSize: 12
Generation 20 | Revalues: 4398 | GridSize: 16
Generation 21 | Revalues: 4628 | GridSize: 13
Generation 22 | Revalues: 4844 | GridSize: 14
Generation 23 | Revalues: 5066 | GridSize: 16
Generation 24 | Revalues: 5284 | GridSize: 10
Generation 25 | Revalues: 5488 | GridSize: 11
Generation 26 | Revalues: 5676 | GridSize: 8
Generation 27 | Revalues: 5882 | GridSize: 13
Generation 28 | Revalues: 6116 | GridSize: 14
Generation 29 | Revalues: 6330 | GridSize: 13
Generation 30 | Revalues: 6554 | GridSize: 13
Generation 31 | Revalues: 6760 | GridSize: 14
Generation 32 | Revalues: 6960 | GridSize: 11
Generation 33 | Revalues: 7154 | GridSize: 12
Generation 34 | Revalues: 7384 | GridSize: 10
Generation 35 | Revalues: 7592 | GridSize: 12
Generation 36 | Revalues: 7790 | GridSize: 11
Generation 37 | Revalues: 7982 | GridSize: 10
Generation 38 | Revalues: 8174 | GridSize: 13
Generation 39 | Revalues: 8426 | GridSize: 14
Generation 40 | Revalues: 8642 | GridSize: 17
Generation 41 | Revalues: 8860 | GridSize: 13
Generation 42 | Revalues: 9080 | GridSize: 16
Generation 43 | Revalues: 9270 | GridSize: 12
Generation 44 | Revalues: 9498 | GridSize: 16
Generation 45 | Revalues: 9710 | GridSize: 16
Generation 46 | Revalues: 9914 | GridSize: 16
Generation 47 | Revalues: 10148 | GridSize: 15
Generation 48 | Revalues: 10356 | GridSize: 15
Generation 49 | Revalues: 10594 | GridSize: 16
Generation 50 | Revalues: 10798 | GridSize: 15
Generation 51 | Revalues: 10996 | GridSize: 18
Generation 52 | Revalues: 11218 | GridSize: 18
Generation 53 | Revalues: 11444 | GridSize: 19
Generation 54 | Revalues: 11666 | GridSize: 21
Generation 55 | Revalues: 11878 | GridSize: 20
Generation 56 | Revalues: 12084 | GridSize: 21
Generation 57 | Revalues: 12306 | GridSize: 21
Generation 58 | Revalues: 12506 | GridSize: 17
Generation 59 | Revalues: 12710 | GridSize: 18
Generation 60 | Revalues: 12926 | GridSize: 19
Generation 61 | Revalues: 13134 | GridSize: 21
Generation 62 | Revalues: 13342 | GridSize: 21
Generation 63 | Revalues: 13572 | GridSize: 22
Generation 64 | Revalues: 13786 | GridSize: 22
Generation 65 | Revalues: 13994 | GridSize: 20
Generation 66 | Revalues: 14194 | GridSize: 21
Generation 67 | Revalues: 14428 | GridSize: 21
Generation 68 | Revalues: 14660 | GridSize: 20
Generation 69 | Revalues: 14882 | GridSize: 25
Generation 70 | Revalues: 15100 | GridSize: 25
Generation 71 | Revalues: 15316 | GridSize: 25
Generation 72 | Revalues: 15532 | GridSize: 26
Generation 73 | Revalues: 15756 | GridSize: 28
Generation 74 | Revalues: 15970 | GridSize: 28
Generation 75 | Revalues: 16180 | GridSize: 32
Generation 76 | Revalues: 16398 | GridSize: 31
Generation 77 | Revalues: 16634 | GridSize: 31
Generation 78 | Revalues: 16878 | GridSize: 32
Generation 79 | Revalues: 17096 | GridSize: 34
Generation 80 | Revalues: 17320 | GridSize: 35
Generation 81 | Revalues: 17538 | GridSize: 35
Generation 82 | Revalues: 17750 | GridSize: 34
Generation 83 | Revalues: 17970 | GridSize: 29
Generation 84 | Revalues: 18206 | GridSize: 29
Generation 85 | Revalues: 18444 | GridSize: 29
Generation 86 | Revalues: 18656 | GridSize: 29
Generation 87 | Revalues: 18888 | GridSize: 30
Generation 88 | Revalues: 19098 | GridSize: 31
Generation 89 | Revalues: 19312 | GridSize: 29
Generation 90 | Revalues: 19548 | GridSize: 31
Generation 91 | Revalues: 19756 | GridSize: 30
Generation 92 | Revalues: 19992 | GridSize: 29
Generation 93 | Revalues: 20204 | GridSize: 30
Generation 94 | Revalues: 20436 | GridSize: 31
Generation 95 | Revalues: 20668 | GridSize: 30
Generation 96 | Revalues: 20878 | GridSize: 30
Generation 97 | Revalues: 21122 | GridSize: 30
Generation 98 | Revalues: 21340 | GridSize: 30
Generation 99 | Revalues: 21554 | GridSize: 30
Generation 100 | Revalues: 21786 | GridSize: 27
Generation 101 | Revalues: 21992 | GridSize: 28
Generation 102 | Revalues: 22216 | GridSize: 27
Generation 103 | Revalues: 22426 | GridSize: 27
Generation 104 | Revalues: 22664 | GridSize: 28
Generation 105 | Revalues: 22892 | GridSize: 26
Generation 106 | Revalues: 23140 | GridSize: 28
Generation 107 | Revalues: 23354 | GridSize: 28
Generation 108 | Revalues: 23532 | GridSize: 28
Generation 109 | Revalues: 23760 | GridSize: 28
Generation 110 | Revalues: 23966 | GridSize: 29
Generation 111 | Revalues: 24172 | GridSize: 30
Generation 112 | Revalues: 24388 | GridSize: 30
Generation 113 | Revalues: 24600 | GridSize: 29
Generation 114 | Revalues: 24806 | GridSize: 29
Generation 115 | Revalues: 25018 | GridSize: 27
Generation 116 | Revalues: 25236 | GridSize: 26
Generation 117 | Revalues: 25446 | GridSize: 25
