Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 302 | GridSize: 7
Generation 2 | Revalues: 484 | GridSize: 10
Generation 3 | Revalues: 688 | GridSize: 13
Generation 4 | Revalues: 902 | GridSize: 7
Generation 5 | Revalues: 1112 | GridSize: 8
Generation 6 | Revalues: 1306 | GridSize: 14
Generation 7 | Revalues: 1476 | GridSize: 11
Generation 8 | Revalues: 1692 | GridSize: 13
Generation 9 | Revalues: 1886 | GridSize: 12
Generation 10 | Revalues: 2094 | GridSize: 12
Generation 11 | Revalues: 2268 | GridSize: 12
Generation 12 | Revalues: 2484 | GridSize: 17
Generation 13 | Revalues: 2694 | GridSize: 18
Generation 14 | Revalues: 2892 | GridSize: 18
Generation 15 | Revalues: 3084 | GridSize: 18
Generation 16 | Revalues: 3292 | GridSize: 20
Generation 17 | Revalues: 3510 | GridSize: 22
Generation 18 | Revalues: 3728 | GridSize: 23
Generation 19 | Revalues: 3950 | GridSize: 19
Generation 20 | Revalues: 4140 | GridSize: 20
Generation 21 | Revalues: 4348 | GridSize: 21
Generation 22 | Revalues: 4564 | GridSize: 22
Generation 23 | Revalues: 4758 | GridSize: 18
Generation 24 | Revalues: 4966 | GridSize: 17
Generation 25 | Revalues: 5188 | GridSize: 16
Generation 26 | Revalues: 5388 | GridSize: 17
Generation 27 | Revalues: 5608 | GridSize: 16
Generation 28 | Revalues: 5810 | GridSize: 17
Generation 29 | Revalues: 6006 | GridSize: 17
Generation 30 | Revalues: 6224 | GridSize: 17
Generation 31 | Revalues: 6420 | GridSize: 17
Generation 32 | Revalues: 6620 | GridSize: 17
Generation 33 | Revalues: 6824 | GridSize: 18
Generation 34 | Revalues: 7038 | GridSize: 18
Generation 35 | Revalues: 7234 | GridSize: 18
Generation 36 | Revalues: 7446 | GridSize: 18
Generation 37 | Revalues: 7644 | GridSize: 20
Generation 38 | Revalues: 7838 | GridSize: 20
Generation 39 | Revalues: 8020 | GridSize: 18
Generation 40 | Revalues: 8232 | GridSize: 20
Generation 41 | Revalues: 8438 | GridSize: 21
Generation 42 | Revalues: 8634 | GridSize: 21
Generation 43 | Revalues: 8836 | GridSize: 22
Generation 44 | Revalues: 9046 | GridSize: 24
Generation 45 | Revalues: 9246 | GridSize: 24
Generation 46 | Revalues: 9442 | GridSize: 22
Generation 47 | Revalues: 9638 | GridSize: 23
Generation 48 | Revalues: 9814 | GridSize: 24
Generation 49 | Revalues: 10022 | GridSize: 23
Generation 50 | Revalues: 10246 | GridSize: 25
Generation 51 | Revalues: 10446 | GridSize: 26
Generation 52 | Revalues: 10632 | GridSize: 27
Generation 53 | Revalues: 10852 | GridSize: 27
Generation 54 | Revalues: 11054 | GridSize: 27
Generation 55 | Revalues: 11280 | GridSize: 28
Generation 56 | Revalues: 11492 | GridSize: 28
Generation 57 | Revalues: 11672 | GridSize: 28
Generation 58 | Revalues: 11864 | GridSize: 29
Generation 59 | Revalues: 12038 | GridSize: 29
Generation 60 | Revalues: 12230 | GridSize: 30
Generation 61 | Revalues: 12438 | GridSize: 30
Generation 62 | Revalues: 12662 | GridSize: 30
Generation 63 | Revalues: 12856 | GridSize: 30
Generation 64 | Revalues: 13070 | GridSize: 31
Generation 65 | Revalues: 13270 | GridSize: 31
Generation 66 | Revalues: 13468 | GridSize: 31
Generation 67 | Revalues: 13676 | GridSize: 31
Generation 68 | Revalues: 13886 | GridSize: 28
Generation 69 | Revalues: 14094 | GridSize: 28
Generation 70 | Revalues: 14290 | GridSize: 28
Generation 71 | Revalues: 14498 | GridSize: 28
Generation 72 | Revalues: 14714 | GridSize: 24
Generation 73 | Revalues: 14916 | GridSize: 24
Generation 74 | Revalues: 15132 | GridSize: 25
Generation 75 | Revalues: 15366 | GridSize: 26
Generation 76 | Revalues: 15570 | GridSize: 26
Generation 77 | Revalues: 15730 | GridSize: 28
Generation 78 | Revalues: 15930 | GridSize: 28
Generation 79 | Revalues: 16102 | GridSize: 28
Generation 80 | Revalues: 16278 | GridSize: 29
Generation 81 | Revalues: 16472 | GridSize: 29
Generation 82 | Revalues: 16646 | GridSize: 29
Generation 83 | Revalues: 16850 | GridSize: 29
Generation 84 | Revalues: 17030 | GridSize: 29
Generation 85 | Revalues: 17224 | GridSize: 29
Generation 86 | Revalues: 17436 | GridSize: 29
Generation 87 | Revalues: 17638 | GridSize: 29
Generation 88 | Revalues: 17866 | GridSize: 29
Generation 89 | Revalues: 18074 | GridSize: 29
Generation 90 | Revalues: 18304 | GridSize: 29
Generation 91 | Revalues: 18492 | GridSize: 28
Generation 92 | Revalues: 18704 | GridSize: 28
Generation 93 | Revalues: 18914 | GridSize: 29
Generation 94 | Revalues: 19124 | GridSize: 29
Generation 95 | Revalues: 19344 | GridSize: 30
Generation 96 | Revalues: 19554 | GridSize: 30
Generation 97 | Revalues: 19738 | GridSize: 30
Generation 98 | Revalues: 19924 | GridSize: 30
Generation 99 | Revalues: 20132 | GridSize: 31
Generation 100 | Revalues: 20342 | GridSize: 31
Generation 101 | Revalues: 20524 | GridSize: 31
Generation 102 | Revalues: 20728 | GridSize: 34
Generation 103 | Revalues: 20922 | GridSize: 34
Generation 104 | Revalues: 21096 | GridSize: 34
Generation 105 | Revalues: 21280 | GridSize: 34
Generation 106 | Revalues: 21446 | GridSize: 34
Generation 107 | Revalues: 21656 | GridSize: 35
Generation 108 | Revalues: 21844 | GridSize: 35
Generation 109 | Revalues: 22042 | GridSize: 35
Generation 110 | Revalues: 22262 | GridSize: 35
