Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 354 | GridSize: 9
Generation 2 | Revalues: 556 | GridSize: 7
Generation 3 | Revalues: 768 | GridSize: 8
Generation 4 | Revalues: 998 | GridSize: 13
Generation 5 | Revalues: 1248 | GridSize: 12
Generation 6 | Revalues: 1466 | GridSize: 16
Generation 7 | Revalues: 1704 | GridSize: 16
Generation 8 | Revalues: 1928 | GridSize: 19
Generation 9 | Revalues: 2142 | GridSize: 14
Generation 10 | Revalues: 2366 | GridSize: 18
Generation 11 | Revalues: 2612 | GridSize: 12
Generation 12 | Revalues: 2854 | GridSize: 11
Generation 13 | Revalues: 3068 | GridSize: 12
Generation 14 | Revalues: 3300 | GridSize: 18
Generation 15 | Revalues: 3526 | GridSize: 22
Generation 16 | Revalues: 3754 | GridSize: 17
Generation 17 | Revalues: 3990 | GridSize: 15
Generation 18 | Revalues: 4218 | GridSize: 19
Generation 19 | Revalues: 4448 | GridSize: 17
Generation 20 | Revalues: 4666 | GridSize: 14
Generation 21 | Revalues: 4900 | GridSize: 15
Generation 22 | Revalues: 5130 | GridSize: 18
Generation 23 | Revalues: 5350 | GridSize: 16
Generation 24 | Revalues: 5572 | GridSize: 13
Generation 25 | Revalues: 5794 | GridSize: 12
Generation 26 | Revalues: 5998 | GridSize: 17
Generation 27 | Revalues: 6236 | GridSize: 19
Generation 28 | Revalues: 6472 | GridSize: 15
Generation 29 | Revalues: 6692 | GridSize: 18
Generation 30 | Revalues: 6906 | GridSize: 13
Generation 31 | Revalues: 7106 | GridSize: 12
Generation 32 | Revalues: 7350 | GridSize: 16
Generation 33 | Revalues: 7576 | GridSize: 18
Generation 34 | Revalues: 7814 | GridSize: 14
Generation 35 | Revalues: 8054 | GridSize: 14
Generation 36 | Revalues: 8258 | GridSize: 13
Generation 37 | Revalues: 8480 | GridSize: 19
Generation 38 | Revalues: 8674 | GridSize: 18
Generation 39 | Revalues: 8856 | GridSize: 21
Generation 40 | Revalues: 9104 | GridSize: 17
Generation 41 | Revalues: 9338 | GridSize: 21
Generation 42 | Revalues: 9558 | GridSize: 21
Generation 43 | Revalues: 9774 | GridSize: 22
Generation 44 | Revalues: 10010 | GridSize: 24
Generation 45 | Revalues: 10196 | GridSize: 28
Generation 46 | Revalues: 10406 | GridSize: 19
Generation 47 | Revalues: 10626 | GridSize: 16
Generation 48 | Revalues: 10856 | GridSize: 17
Generation 49 | Revalues: 11076 | GridSize: 18
Generation 50 | Revalues: 11308 | GridSize: 19
Generation 51 | Revalues: 11514 | GridSize: 21
Generation 52 | Revalues: 11762 | GridSize: 18
Generation 53 | Revalues: 12012 | GridSize: 18
Generation 54 | Revalues: 12232 | GridSize: 22
Generation 55 | Revalues: 12444 | GridSize: 20
Generation 56 | Revalues: 12678 | GridSize: 17
