Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 298 | GridSize: 16
Generation 2 | Revalues: 524 | GridSize: 23
Generation 3 | Revalues: 730 | GridSize: 21
Generation 4 | Revalues: 938 | GridSize: 31
Generation 5 | Revalues: 1160 | GridSize: 33
Generation 6 | Revalues: 1354 | GridSize: 34
Generation 7 | Revalues: 1558 | GridSize: 32
Generation 8 | Revalues: 1752 | GridSize: 40
Generation 9 | Revalues: 1950 | GridSize: 44
Generation 10 | Revalues: 2160 | GridSize: 49
Generation 11 | Revalues: 2394 | GridSize: 44
Generation 12 | Revalues: 2596 | GridSize: 44
Generation 13 | Revalues: 2778 | GridSize: 49
Generation 14 | Revalues: 2986 | GridSize: 52
Generation 15 | Revalues: 3186 | GridSize: 48
Generation 16 | Revalues: 3400 | GridSize: 48
Generation 17 | Revalues: 3628 | GridSize: 50
Generation 18 | Revalues: 3808 | GridSize: 51
Generation 19 | Revalues: 4016 | GridSize: 59
Generation 20 | Revalues: 4212 | GridSize: 63
Generation 21 | Revalues: 4410 | GridSize: 63
Generation 22 | Revalues: 4616 | GridSize: 66
Generation 23 | Revalues: 4820 | GridSize: 67
Generation 24 | Revalues: 5002 | GridSize: 65
Generation 25 | Revalues: 5216 | GridSize: 65
Generation 26 | Revalues: 5434 | GridSize: 71
Generation 27 | Revalues: 5650 | GridSize: 78
Generation 28 | Revalues: 5828 | GridSize: 80
Generation 29 | Revalues: 6036 | GridSize: 79
Generation 30 | Revalues: 6238 | GridSize: 84
Generation 31 | Revalues: 6440 | GridSize: 80
Generation 32 | Revalues: 6626 | GridSize: 82
Generation 33 | Revalues: 6818 | GridSize: 85
Generation 34 | Revalues: 7016 | GridSize: 88
Generation 35 | Revalues: 7226 | GridSize: 87
Generation 36 | Revalues: 7442 | GridSize: 90
Generation 37 | Revalues: 7630 | GridSize: 90
Generation 38 | Revalues: 7826 | GridSize: 92
Generation 39 | Revalues: 8028 | GridSize: 92
Generation 40 | Revalues: 8234 | GridSize: 93
Generation 41 | Revalues: 8428 | GridSize: 94
Generation 42 | Revalues: 8594 | GridSize: 95
Generation 43 | Revalues: 8800 | GridSize: 93
Generation 44 | Revalues: 8986 | GridSize: 93
Generation 45 | Revalues: 9180 | GridSize: 94
Generation 46 | Revalues: 9370 | GridSize: 98
Generation 47 | Revalues: 9580 | GridSize: 100
Generation 48 | Revalues: 9804 | GridSize: 104
Generation 49 | Revalues: 10000 | GridSize: 107
Generation 50 | Revalues: 10198 | GridSize: 116
Generation 51 | Revalues: 10414 | GridSize: 116
Generation 52 | Revalues: 10604 | GridSize: 118
Generation 53 | Revalues: 10808 | GridSize: 119
Generation 54 | Revalues: 11008 | GridSize: 122
Generation 55 | Revalues: 11212 | GridSize: 121
Generation 56 | Revalues: 11394 | GridSize: 121
Generation 57 | Revalues: 11604 | GridSize: 123
Generation 58 | Revalues: 11788 | GridSize: 124
Generation 59 | Revalues: 11988 | GridSize: 124
Generation 60 | Revalues: 12206 | GridSize: 124
Generation 61 | Revalues: 12392 | GridSize: 124
Generation 62 | Revalues: 12582 | GridSize: 122
Generation 63 | Revalues: 12782 | GridSize: 123
Generation 64 | Revalues: 12982 | GridSize: 124
Generation 65 | Revalues: 13204 | GridSize: 124
Generation 66 | Revalues: 13404 | GridSize: 123
Generation 67 | Revalues: 13582 | GridSize: 123
Generation 68 | Revalues: 13794 | GridSize: 125
Generation 69 | Revalues: 13994 | GridSize: 128
Generation 70 | Revalues: 14196 | GridSize: 121
Generation 71 | Revalues: 14400 | GridSize: 125
Generation 72 | Revalues: 14600 | GridSize: 130
Generation 73 | Revalues: 14802 | GridSize: 124
Generation 74 | Revalues: 14980 | GridSize: 124
Generation 75 | Revalues: 15200 | GridSize: 125
Generation 76 | Revalues: 15392 | GridSize: 124
Generation 77 | Revalues: 15578 | GridSize: 123
Generation 78 | Revalues: 15786 | GridSize: 125
Generation 79 | Revalues: 15994 | GridSize: 125
Generation 80 | Revalues: 16178 | GridSize: 126
Generation 81 | Revalues: 16362 | GridSize: 126
Generation 82 | Revalues: 16562 | GridSize: 130
Generation 83 | Revalues: 16768 | GridSize: 127
Generation 84 | Revalues: 16944 | GridSize: 126
Generation 85 | Revalues: 17150 | GridSize: 128
Generation 86 | Revalues: 17360 | GridSize: 134
Generation 87 | Revalues: 17558 | GridSize: 136
Generation 88 | Revalues: 17782 | GridSize: 134
Generation 89 | Revalues: 17986 | GridSize: 132
Generation 90 | Revalues: 18192 | GridSize: 137
Generation 91 | Revalues: 18392 | GridSize: 138
Generation 92 | Revalues: 18596 | GridSize: 138
Generation 93 | Revalues: 18814 | GridSize: 145
Generation 94 | Revalues: 19008 | GridSize: 146
Generation 95 | Revalues: 19210 | GridSize: 144
Generation 96 | Revalues: 19402 | GridSize: 144
Generation 97 | Revalues: 19608 | GridSize: 142
Generation 98 | Revalues: 19804 | GridSize: 132
Generation 99 | Revalues: 20016 | GridSize: 131
